date,region,car_count,filled_count,un1170_count,un1987_count,total_gallons,un1170_gallons,un1987_gallons,total_barrels,un1170_barrels,un1987_barrels,car_count_7d_avg,car_count_14d_avg,car_count_30d_avg,un1170_count_7d_avg,un1170_count_14d_avg,un1170_count_30d_avg,un1987_count_7d_avg,un1987_count_14d_avg,un1987_count_30d_avg,total_gallons_7d_avg,total_gallons_14d_avg,total_gallons_30d_avg,un1170_gallons_7d_avg,un1170_gallons_14d_avg,un1170_gallons_30d_avg,un1987_gallons_7d_avg,un1987_gallons_14d_avg,un1987_gallons_30d_avg,total_barrels_7d_avg,total_barrels_14d_avg,total_barrels_30d_avg,un1170_barrels_7d_avg,un1170_barrels_14d_avg,un1170_barrels_30d_avg,un1987_barrels_7d_avg,un1987_barrels_14d_avg,un1987_barrels_30d_avg,region_display
2025-11-02,Arrived,137,0,1,137,4199880.0,30320.0,4169560.0,99997.14,721.9,99275.24,91.43,104.86,108.63,3.86,3.29,2.47,88.57,102.43,107.07,2814572.71,3217290.14,3331642.9,116390.71,99416.07,74723.83,2698182.0,3117874.07,3256919.07,67013.63,76602.15,79324.83,2771.21,2367.05,1779.14,64242.43,74235.1,77545.69,Arrived
2025-11-03,Arrived,341,2,2,340,10412885.0,60520.0,10352365.0,247925.83,1440.95,246484.88,134.29,129.07,112.1,3.0,3.43,2.4,132.29,126.57,110.6,4120444.29,3956708.36,3437874.37,90690.71,103738.93,72716.17,4029753.57,3852969.43,3365158.2,98105.81,94207.34,81854.15,2159.3,2469.98,1731.34,95946.51,91737.37,80122.81,Arrived
2025-11-04,Arrived,229,0,3,227,6994478.0,89120.0,6905358.0,166535.19,2121.9,164413.29,154.14,142.29,114.57,2.57,3.64,2.43,152.57,139.64,113.03,4723751.86,4360653.79,3512917.7,77463.57,110104.64,73680.17,4646288.29,4250549.14,3439237.53,112470.28,103825.09,83640.9,1844.37,2621.54,1754.29,110625.91,101203.55,81886.61,Arrived
2025-11-05,Arrived,34,0,0,35,1066766.0,0.0,1066766.0,25399.19,0.0,25399.19,158.43,125.21,114.23,2.0,2.43,2.43,157.43,123.79,112.7,4854512.0,3841438.79,3502673.23,60204.29,73223.21,73680.17,4794307.71,3768215.57,3428993.07,115583.62,91462.83,83396.98,1433.43,1743.41,1754.29,114150.18,89719.42,81642.69,Arrived
2025-11-06,Arrived,143,0,0,144,4387098.0,0.0,4387098.0,104454.71,0.0,104454.71,164.71,128.79,116.73,1.43,2.43,2.43,164.29,127.36,115.2,5046266.0,3950714.21,3578970.43,42924.29,73223.21,73680.17,5003341.71,3877491.0,3505290.27,120149.19,94064.62,85213.58,1022.01,1743.41,1754.29,119127.18,92321.21,83459.29,Arrived
2025-11-07,Arrived,220,0,0,221,6747552.0,0.0,6747552.0,160656.0,0.0,160656.0,166.14,126.36,117.83,1.0,2.36,2.4,166.14,125.0,116.33,5090891.29,3880580.86,3614188.67,29994.29,71048.93,72675.17,5060897.0,3809531.93,3541513.5,121211.7,92394.78,86052.11,714.15,1691.64,1730.36,120497.55,90703.14,84321.75,Arrived
2025-11-08,Arrived,63,0,0,64,1954873.0,0.0,1954873.0,46544.6,0.0,46544.6,166.71,126.5,113.7,0.86,2.29,2.33,166.86,125.21,112.27,5109076.0,3884253.21,3488582.2,25708.57,68883.93,70634.17,5083367.43,3815369.29,3417948.03,121644.67,92482.22,83061.48,612.11,1640.09,1681.77,121032.56,90842.13,81379.72,Arrived
2025-11-09,Arrived,150,0,0,151,4599536.0,0.0,4599536.0,109512.76,0.0,109512.76,168.57,130.0,116.3,0.71,2.29,2.3,168.86,128.71,114.9,5166169.71,3990371.21,3567717.73,21377.14,68883.93,69623.5,5144792.57,3921487.29,3498094.23,123004.04,95008.84,84945.66,508.98,1640.09,1657.7,122495.06,93368.75,83287.96,Arrived
2025-11-10,Arrived,176,0,2,175,5403938.0,60580.0,5343358.0,128665.19,1442.38,127222.81,145.0,139.64,119.03,0.71,1.86,2.27,145.29,138.79,117.67,4450605.86,4285525.07,3651719.53,21385.71,56038.21,68619.17,4429220.14,4229486.86,3583100.37,105966.81,102036.31,86945.7,509.18,1334.24,1633.79,105457.62,100702.07,85311.91,Arrived
2025-11-11,Arrived,149,1,1,149,4592293.0,31700.0,4560593.0,109340.31,754.76,108585.55,133.57,143.86,118.17,0.43,1.5,2.23,134.14,143.36,116.83,4107436.57,4415594.21,3626163.07,13182.86,45323.21,67647.5,4094253.71,4370271.0,3558515.57,97796.11,105133.19,86337.22,313.88,1079.12,1610.65,97482.23,104054.07,84726.56,Arrived
2025-11-12,Arrived,99,1,3,97,3054029.0,90470.0,2963559.0,72714.98,2154.05,70560.93,142.86,150.64,120.03,0.86,1.43,2.33,143.0,150.21,118.6,4391331.29,4622921.64,3683314.67,26107.14,43155.71,70663.17,4365224.14,4579765.93,3612651.5,104555.51,110069.56,87697.97,621.6,1027.52,1682.46,103933.91,109042.05,86015.51,Arrived
2025-11-13,Arrived,236,2,5,232,7223711.0,148529.0,7075182.0,171993.12,3536.4,168456.71,156.14,160.43,121.6,1.57,1.5,2.47,155.57,159.93,120.03,4796561.71,4921413.86,3731763.8,47325.57,45124.93,74600.8,4749236.14,4876288.93,3657163.0,114203.85,117176.52,88851.52,1126.8,1074.4,1776.21,113077.05,116102.12,87075.31,Arrived
2025-11-14,Arrived,27,0,0,28,857234.0,0.0,857234.0,20410.33,0.0,20410.33,128.57,147.36,122.43,1.57,1.29,2.47,128.0,147.07,120.9,3955087.71,4522989.5,3758323.27,47325.57,38659.93,74600.8,3907762.14,4484329.57,3683722.47,94168.76,107690.23,89483.89,1126.8,920.47,1776.21,93041.96,106769.75,87707.68,Arrived
2025-11-15,Arrived,87,0,3,85,2672141.0,91080.0,2581061.0,63622.4,2168.57,61453.83,132.0,149.36,122.23,2.0,1.43,2.5,131.0,148.93,120.67,4057554.57,4583315.29,3752077.67,60337.0,43022.79,75567.13,3997217.57,4540292.5,3676510.53,96608.44,109126.55,89335.18,1436.59,1024.35,1799.22,95171.85,108102.2,87535.97,Arrived
2025-11-16,Arrived,173,9,10,164,5309819.0,302181.0,5007638.0,126424.26,7194.79,119229.48,135.29,151.93,127.9,3.43,2.07,2.73,132.86,150.86,126.1,4159023.57,4662596.64,3925052.3,103505.71,62441.43,82623.5,4055517.86,4600155.21,3842428.8,99024.37,111014.2,93453.63,2464.42,1486.7,1967.23,96559.95,109527.5,91486.4,Arrived
2025-11-17,Arrived,91,1,5,87,2777565.0,149770.0,2627795.0,66132.5,3565.95,62566.55,123.14,134.07,126.07,3.86,2.29,2.67,120.29,132.79,124.33,3783827.43,4117216.64,3868399.0,116247.14,68816.43,80525.83,3667580.29,4048400.21,3787873.17,90091.13,98028.97,92104.74,2767.79,1638.49,1917.28,87323.34,96390.48,90187.46,Arrived
2025-11-18,Arrived,223,0,0,224,6816460.0,0.0,6816460.0,162296.67,0.0,162296.67,133.71,133.64,130.3,3.71,2.07,2.67,131.0,132.57,128.57,4101565.57,4104501.07,3997081.33,111718.57,62450.71,80525.83,3989847.0,4042050.36,3916555.5,97656.32,97726.22,95168.6,2659.97,1486.92,1917.28,94996.36,96239.29,93251.32,Arrived
2025-11-19,Arrived,1,0,1,0,30540.0,30540.0,0.0,727.14,727.14,0.0,119.71,131.29,130.27,3.43,2.14,2.7,117.14,130.07,128.5,3669638.57,4030484.93,3996065.0,103157.14,64632.14,81543.83,3566481.43,3965852.79,3914521.17,87372.35,95963.93,95144.4,2456.12,1538.86,1941.52,84916.22,94425.07,93202.88,Arrived
2025-11-20,Arrived,109,0,3,107,3351755.0,89430.0,3262325.0,79803.69,2129.29,77674.4,101.57,128.86,132.43,3.14,2.36,2.8,99.29,127.43,130.6,3116502.0,3956531.86,4063148.77,94714.43,71020.0,84524.83,3021787.57,3885511.86,3978623.93,74202.43,94203.14,96741.64,2255.11,1690.95,2012.5,71947.32,92512.19,94729.14,Arrived
2025-11-21,Arrived,4,0,3,1,120630.0,90490.0,30140.0,2872.14,2154.52,717.62,98.29,113.43,123.47,3.57,2.57,2.33,95.43,111.71,122.07,3011272.86,3483180.29,3789310.57,107641.57,77483.57,70329.83,2903631.29,3405696.71,3718980.73,71696.97,82932.86,90221.68,2562.89,1844.85,1674.52,69134.08,81088.02,88547.16,Arrived
2025-11-22,Arrived,4,0,3,2,143370.0,89710.0,53660.0,3413.57,2135.95,1277.62,86.43,109.21,120.5,3.57,2.79,2.43,83.57,107.29,119.0,2650019.86,3353787.21,3698848.17,107445.86,83891.43,73320.17,2542574.0,3269895.79,3625528.0,63095.71,79852.08,88067.81,2558.23,1997.41,1745.72,60537.48,77854.66,86322.1,Arrived
2025-11-23,Arrived,184,15,15,170,5631916.0,455860.0,5176056.0,134093.24,10853.81,123239.43,88.0,111.64,118.17,4.29,3.86,2.9,84.43,108.64,116.2,2696033.71,3427528.64,3628931.4,129400.0,116452.86,87500.83,2566633.71,3311075.79,3541430.57,64191.28,81607.82,86403.13,3080.95,2772.69,2083.35,61110.33,78835.14,84319.78,Arrived
2025-11-24,Arrived,186,6,6,181,5692454.0,181548.0,5510906.0,135534.62,4322.57,131212.05,101.57,112.36,122.33,4.43,4.14,3.07,97.86,109.07,120.2,3112446.43,3448136.93,3755231.2,133939.71,125093.43,92542.1,2978506.71,3323043.5,3662689.1,74105.87,82098.5,89410.27,3189.04,2978.41,2203.38,70916.83,79120.08,87206.88,Arrived
2025-11-25,Arrived,6,0,3,4,212520.0,90060.0,122460.0,5060.0,2144.29,2915.71,70.57,102.14,119.17,4.86,4.29,3.17,66.43,98.71,116.93,2169026.43,3135296.0,3658519.07,146805.43,129262.0,95544.1,2022221.0,3006034.0,3562974.97,51643.49,74649.9,87107.6,3495.37,3077.67,2274.86,48148.12,71572.24,84832.74,Arrived
2025-11-26,Arrived,329,3,8,322,10057440.0,241190.0,9816250.0,239462.86,5742.62,233720.24,117.43,118.57,128.77,5.86,4.64,3.17,112.43,114.79,126.53,3601440.71,3635539.64,3951374.27,176898.29,140027.71,95569.77,3424542.43,3495511.93,3855804.5,85748.59,86560.47,94080.34,4211.86,3333.99,2275.47,81536.72,83226.47,91804.87,Arrived
2025-11-27,Arrived,1,0,2,0,60330.0,60330.0,0.0,1436.43,1436.43,0.0,102.0,101.79,125.8,5.71,4.43,3.03,97.14,98.21,123.7,3131237.14,3123869.57,3861007.77,172741.14,133727.79,91523.77,2958496.0,2990141.79,3769484.0,74553.27,74377.85,91928.76,4112.88,3183.99,2179.14,70440.38,71193.85,89749.62,Arrived
2025-11-28,Arrived,46,0,0,47,1434690.0,0.0,1434690.0,34159.29,0.0,34159.29,108.0,103.14,127.2,5.29,4.43,2.9,103.71,99.57,125.23,3318960.0,3165116.43,3903782.6,159814.0,133727.79,87496.6,3159146.0,3031388.64,3816286.0,79022.86,75359.92,92947.2,3805.1,3183.99,2083.25,75217.76,72175.92,90863.95,Arrived
2025-11-29,Arrived,103,0,9,95,3181707.0,277750.0,2903957.0,75754.93,6613.1,69141.83,122.14,104.29,127.33,6.14,4.86,3.07,117.0,100.29,125.2,3753008.14,3201514.0,3908345.5,186676.86,147061.36,92722.93,3566331.29,3054452.64,3815622.57,89357.34,76226.52,93055.84,4444.69,3501.46,2207.69,84912.65,72725.06,90848.16,Arrived
2025-11-30,Arrived,97,2,4,93,2949265.0,119811.0,2829454.0,70220.6,2852.64,67367.95,109.71,98.86,123.57,4.57,4.43,3.1,106.0,95.21,121.37,3369772.29,3032903.0,3792148.5,138669.86,134034.93,93699.63,3231102.43,2898868.07,3698448.87,80232.68,72211.98,90289.25,3301.66,3191.31,2230.94,76931.01,69020.67,88058.31,Arrived
2025-12-01,Arrived,92,0,0,93,2833897.0,0.0,2833897.0,67473.74,0.0,67473.74,96.29,98.93,124.67,3.71,4.07,3.07,93.43,95.64,122.5,2961407.0,3036926.71,3825692.4,112734.43,123337.07,92699.63,2848672.57,2913589.64,3732992.77,70509.69,72307.78,91087.91,2684.15,2936.6,2207.13,67825.54,69371.18,88880.78,Arrived
2025-12-02,Arrived,153,2,2,152,4695149.0,60630.0,4634519.0,111789.26,1443.57,110345.69,117.29,93.93,125.2,3.57,4.21,3.1,114.57,90.5,123.0,3601782.57,2885404.5,3842201.37,108530.14,127667.79,93709.97,3493252.43,2757736.71,3748491.4,85756.73,68700.11,91480.98,2584.05,3039.71,2231.19,83172.68,65660.4,89249.8,Arrived
2025-12-03,Arrived,149,8,8,142,4574086.0,242490.0,4331596.0,108906.81,5773.57,103133.24,91.57,104.5,118.8,3.57,4.71,3.3,88.86,100.64,116.4,2818446.29,3209943.5,3647574.73,108715.86,142807.07,99775.63,2709730.43,3067136.43,3547799.1,67105.87,76427.23,86847.02,2588.47,3400.17,2375.61,64517.39,73027.06,84471.41,Arrived
2025-12-05,Arrived,90,20,91,0,2746302.0,2746302.0,0.0,65388.14,65388.14,0.0,104.29,103.14,114.17,16.29,11.0,6.23,88.86,93.0,108.83,3202156.57,3166696.86,3505968.87,492426.14,332583.64,188348.37,2709730.43,2834113.21,3317620.5,76241.82,75397.54,83475.45,11724.43,7918.66,4484.48,64517.39,67478.89,78990.96,Arrived
2025-12-06,Arrived,101,1,4,98,3121777.0,117170.0,3004607.0,74328.02,2789.76,71538.26,112.14,110.07,116.4,16.86,11.07,6.37,96.14,99.93,110.93,3443169.0,3381064.5,3574469.23,509164.71,334489.36,192254.03,2934004.29,3046575.14,3382215.2,81980.21,80501.54,85106.41,12122.97,7964.03,4577.48,69857.24,72537.5,80528.93,Arrived
2025-12-07,Arrived,98,1,2,96,2988763.0,60980.0,2927783.0,71161.02,1451.9,69709.12,111.43,116.79,114.9,15.86,11.0,6.43,96.29,106.64,109.33,3415605.57,3584306.86,3527858.07,478197.57,332437.21,194286.7,2937408.0,3251869.64,3333571.37,81323.94,85340.64,83996.62,11385.65,7915.17,4625.87,69938.29,77425.47,79370.75,Arrived
2025-12-08,Arrived,279,45,45,235,8569708.0,1378631.0,7191077.0,204040.67,32824.55,171216.12,137.43,123.57,116.87,21.71,13.14,7.93,116.57,111.29,109.8,4218526.0,3794149.14,3588596.6,658029.0,398349.43,240241.07,3560497.0,3395799.71,3348355.53,100441.09,90336.88,85442.78,15667.36,9484.51,5720.02,84773.74,80852.37,79722.75,Arrived
2025-12-09,Arrived,34,0,2,32,1048869.0,60310.0,988559.0,24973.07,1435.95,23537.12,129.14,112.71,115.9,22.0,12.86,8.0,107.86,100.64,108.73,3963522.0,3462464.5,3558396.47,666644.71,389689.57,242251.4,3296877.29,3072774.93,3316145.07,94369.57,82439.63,84723.73,15872.49,9278.32,5767.89,78497.08,73161.31,78955.83,Arrived
2025-12-10,Arrived,96,0,0,96,2919318.0,0.0,2919318.0,69507.57,0.0,69507.57,121.0,119.14,114.1,21.71,12.64,8.0,99.86,107.21,106.9,3709831.86,3655807.21,3502389.2,657983.29,383256.71,242251.4,3051848.57,3272550.5,3260137.8,88329.33,87043.03,83390.22,15666.27,9125.16,5767.89,72663.06,77917.87,77622.33,Arrived
2025-12-11,Arrived,141,0,2,140,4344462.0,60480.0,4283982.0,103439.57,1440.0,101999.57,119.86,105.71,112.93,20.86,12.21,8.0,99.57,94.21,105.73,3677028.43,3247737.36,3467073.33,631981.86,370348.86,242248.07,3045046.57,2877388.5,3224825.27,87548.29,77327.08,82549.36,15047.19,8817.83,5767.81,72501.11,68509.25,76781.55,Arrived
2025-12-12,Arrived,46,0,2,44,1399194.0,60500.0,1338694.0,33314.14,1440.48,31873.67,113.57,108.93,109.5,8.14,12.21,8.03,105.86,97.36,102.23,3484584.43,3343370.5,3360636.7,248295.86,370361.0,243208.07,3236288.57,2973009.5,3117428.63,82966.29,79604.06,80015.16,5911.81,8818.12,5790.67,77054.49,70785.94,74224.49,Arrived
2025-12-13,Arrived,36,0,1,36,1119402.0,30560.0,1088842.0,26652.43,727.62,25924.81,104.29,108.21,107.4,7.71,12.29,7.97,97.0,96.57,100.2,3198530.86,3320849.93,3296149.13,235923.0,372543.86,241211.07,2962607.86,2948306.07,3054938.07,76155.5,79067.86,78479.74,5617.21,8870.09,5743.12,70538.28,70197.76,72736.62,Arrived
2025-12-15,Arrived,95,0,0,96,2918898.0,0.0,2918898.0,69497.57,0.0,69497.57,103.86,107.64,102.7,7.43,11.64,7.8,97.0,96.64,95.67,3188550.14,3302077.86,3152655.37,227211.57,352704.57,236260.1,2961338.57,2949373.29,2916395.27,75917.86,78620.9,75063.22,5409.8,8397.73,5625.24,70508.06,70223.17,69437.98,Arrived
2025-12-16,Arrived,141,0,0,142,4331003.0,0.0,4331003.0,103119.12,0.0,103119.12,84.14,110.79,106.5,1.0,11.36,7.8,83.71,100.14,99.47,2583020.86,3400773.43,3268447.67,30264.29,344146.64,236260.1,2552756.57,3056626.79,3032187.57,61500.5,80970.8,77820.18,720.58,8193.97,5625.24,60779.92,72776.83,72194.94,Arrived
2025-12-17,Arrived,95,1,2,94,2926068.0,61040.0,2865028.0,69668.29,1453.33,68214.95,92.86,111.0,106.77,1.0,11.5,7.77,92.57,100.21,99.77,2851192.14,3407357.07,3276911.9,30368.57,348506.64,235258.77,2820823.57,3058850.43,3041653.13,67885.53,81127.55,78021.71,723.06,8297.78,5601.4,67162.47,72829.77,72420.31,Arrived
2025-12-18,Arrived,138,29,30,109,4242206.0,913411.0,3328795.0,101004.9,21747.88,79257.02,98.86,109.93,105.6,5.29,13.5,8.43,94.43,97.14,97.93,3040176.14,3375004.0,3241324.8,160855.86,409419.57,255633.1,2879320.29,2965584.43,2985691.7,72385.15,80357.24,77174.4,3829.9,9748.08,6086.5,68555.24,70609.15,71087.9,Arrived
2025-12-19,Arrived,122,14,14,109,3754112.0,426385.0,3327727.0,89383.62,10152.02,79231.6,96.14,108.0,106.63,7.0,13.93,8.73,90.0,94.79,98.67,2955840.43,3316434.43,3273876.37,213128.0,422554.93,264853.6,2742712.43,2893879.5,3009022.77,70377.15,78962.72,77949.44,5074.48,10060.83,6306.04,65302.68,68901.89,71643.4,Arrived
2025-12-20,Arrived,161,3,4,158,4918952.0,120940.0,4798012.0,117117.9,2879.52,114238.38,112.57,113.07,104.57,7.29,7.71,8.87,106.29,106.07,96.47,3458663.0,3471623.71,3210626.1,221762.29,235029.07,268884.93,3236900.71,3236594.64,2941741.17,82349.12,82657.71,76443.48,5280.05,5595.93,6402.02,77069.06,77061.78,70041.46,Arrived
2025-12-21,Arrived,97,2,3,95,2993900.0,91020.0,2902880.0,71283.33,2167.14,69116.19,121.29,112.79,107.77,7.57,7.64,8.93,114.71,105.86,99.63,3726448.43,3462489.64,3309404.77,230399.43,233161.21,270900.93,3496049.0,3229328.43,3038503.83,88724.96,82440.23,78795.35,5485.7,5551.46,6450.02,83239.26,76888.77,72345.33,Arrived
2025-12-22,Arrived,151,0,0,152,4622267.0,0.0,4622267.0,110053.98,0.0,110053.98,129.29,116.57,109.17,7.57,7.5,8.83,122.71,109.86,101.13,3969786.86,3579168.5,3351755.17,230399.43,228805.5,267919.93,3739387.43,3350363.0,3083835.23,94518.73,85218.3,79803.69,5485.7,5447.75,6379.05,89033.03,79770.55,73424.65,Arrived
2025-12-23,Arrived,157,10,11,147,4828226.0,335033.0,4493193.0,114957.76,7976.98,106980.79,131.57,107.86,114.27,9.14,5.07,9.1,123.43,103.57,106.0,4040818.71,3311919.79,3508675.03,278261.29,154262.79,276071.37,3762557.43,3157657.0,3232603.67,96209.97,78855.23,83539.88,6625.27,3672.92,6573.13,89584.7,75182.31,76966.75,Arrived
2025-12-24,Arrived,94,0,1,94,2904875.0,29210.0,2875665.0,69163.69,695.48,68468.21,131.43,112.14,117.27,9.0,5.0,9.03,123.43,108.0,109.07,4037791.14,3444491.64,3600725.2,273714.14,152041.36,274054.7,3764077.0,3292450.29,3326670.5,96137.88,82011.7,85731.55,6517.0,3620.03,6525.11,89620.88,78391.67,79206.44,Arrived
2025-12-26,Arrived,3,0,0,4,120960.0,0.0,120960.0,2880.0,0.0,2880.0,112.14,105.5,111.23,4.71,5.0,8.53,108.43,101.43,103.53,3449041.71,3244608.93,3417026.67,143226.86,152041.36,258859.37,3305814.86,3092567.57,3158167.3,82120.04,77252.59,81357.78,3410.16,3620.03,6163.32,78709.88,73632.56,75194.46,Arrived
2025-12-27,Arrived,113,4,6,108,3476496.0,180960.0,3295536.0,82773.71,4308.57,78465.14,110.86,103.5,108.8,3.57,5.29,8.53,108.29,99.14,101.1,3409382.29,3182611.36,3343161.4,108166.14,160647.07,258839.77,3301216.14,3021964.29,3084321.63,81175.77,75776.46,79599.08,2575.38,3824.93,6162.85,78600.38,71951.53,73436.23,Arrived
2025-12-28,Arrived,89,5,5,85,2740120.0,151113.0,2589007.0,65240.95,3597.93,61643.02,100.57,106.57,111.57,3.71,5.5,8.6,97.86,102.07,103.8,3098120.57,3278391.79,3427414.73,112476.57,167119.43,260874.87,2985644.0,3111272.36,3166539.87,73764.77,78056.95,81605.11,2678.01,3979.03,6211.31,71086.76,74077.91,75393.81,Arrived
2025-12-29,Arrived,3,0,0,4,120685.0,0.0,120685.0,2873.45,0.0,2873.45,87.14,104.21,100.7,3.29,5.43,8.33,84.86,99.79,93.2,2687661.29,3207054.86,3096189.57,99473.71,164936.57,252835.2,2588187.57,3042118.29,2843354.37,63991.93,76358.45,73718.8,2368.42,3927.06,6019.89,61623.51,72431.39,67698.91,Arrived
2025-12-30,Arrived,228,2,2,227,6986426.0,60710.0,6925716.0,166343.48,1445.48,164898.0,98.14,113.71,108.27,3.57,5.57,8.33,95.57,109.14,100.77,3025398.29,3497592.57,3327059.43,108146.57,169273.0,252847.87,2917251.71,3328319.57,3074211.57,72033.29,83276.01,79215.7,2574.92,4030.31,6020.19,69458.37,79245.7,73195.51,Arrived
2025-12-31,Arrived,173,0,4,170,5299213.0,119670.0,5179543.0,126171.74,2849.29,123322.45,100.43,116.0,112.5,2.57,5.86,8.47,98.86,111.14,104.87,3092682.14,3566750.43,3455876.87,77380.43,177820.86,256836.87,3015301.71,3388929.57,3199040.0,73635.29,84922.63,82282.78,1842.39,4233.83,6115.16,71792.9,80688.8,76167.62,Arrived
2026-01-01,Arrived,198,0,0,199,6059031.0,0.0,6059031.0,144262.64,0.0,144262.64,115.29,123.36,115.67,2.43,5.71,8.17,113.86,118.64,108.33,3543275.86,3790533.5,3551787.67,73207.57,173460.86,247578.53,3470068.29,3617072.64,3304209.13,84363.71,90250.8,84566.37,1743.04,4130.02,5894.73,82620.67,86120.78,78671.65,Arrived
2026-01-02,Arrived,183,1,1,183,5593206.0,30200.0,5563006.0,133171.57,719.05,132452.52,141.0,126.57,118.53,2.57,3.64,8.07,139.43,123.93,111.33,4325025.29,3887033.5,3639919.03,77521.86,110374.36,244591.5,4247503.43,3776659.14,3395327.53,102976.79,92548.42,86664.74,1845.76,2627.96,5823.61,101131.03,89920.46,80841.13,Arrived
2026-01-03,Arrived,153,0,0,154,4673664.0,0.0,4673664.0,111277.71,0.0,111277.71,146.71,128.79,120.57,1.71,2.64,8.07,146.0,127.14,113.37,4496049.29,3952715.79,3701244.6,51670.43,79918.29,244591.5,4444378.86,3872797.5,3456653.1,107048.79,94112.28,88124.87,1230.25,1902.82,5823.61,105818.54,92209.46,82301.26,Arrived
2026-01-04,Arrived,157,1,1,157,4809501.0,30600.0,4778901.0,114511.93,728.57,113783.36,156.43,128.5,120.7,1.14,2.43,8.03,156.29,127.07,113.53,4791675.14,3944897.86,3705056.33,34454.29,73465.43,243590.5,4757220.86,3871432.43,3461465.83,114087.5,93926.14,88215.63,820.34,1749.18,5799.77,113267.16,92176.96,82415.85,Arrived
2026-01-05,Arrived,96,0,1,96,2973605.0,30330.0,2943275.0,70800.12,722.14,70077.98,169.71,128.43,118.93,1.29,2.29,7.8,169.43,127.14,112.0,5199235.14,3943448.21,3651706.97,38787.14,69130.43,236518.5,5160448.0,3874317.79,3415188.47,123791.31,93891.62,86945.4,923.5,1645.96,5631.39,122867.81,92245.66,81314.01,Arrived
2026-01-06,Arrived,155,0,4,152,4746672.0,111090.0,4635582.0,113016.0,2645.0,110371.0,159.29,128.71,121.1,1.57,2.57,4.9,158.71,127.14,117.07,4879270.29,3952334.29,3718385.97,45984.29,77065.43,148678.1,4833286.0,3875268.86,3569707.87,116173.1,94103.2,88533.0,1094.86,1834.89,3539.95,115078.24,92268.3,84993.04,Arrived
2026-01-07,Arrived,66,0,1,66,2055378.0,29120.0,2026258.0,48937.57,693.33,48244.24,144.0,122.21,119.93,1.14,1.86,4.8,143.86,121.36,116.0,4415865.29,3754273.71,3682839.33,33048.57,55214.5,145743.1,4382816.71,3699059.21,3537096.23,105139.65,89387.47,87686.65,786.87,1314.63,3470.07,104352.78,88072.84,84216.58,Arrived
2026-01-08,Arrived,190,9,11,180,5791055.0,331894.0,5459161.0,137882.26,7902.24,129980.02,142.86,129.07,123.0,2.71,2.57,5.1,141.14,127.5,118.8,4377583.0,3960429.43,3776249.07,80462.0,76834.79,154773.57,4297121.0,3883594.64,3621475.5,104228.17,94295.94,89910.69,1915.76,1829.4,3685.09,102312.4,92466.54,86225.61,Arrived
2026-01-09,Arrived,249,21,23,227,7602902.0,697112.0,6905790.0,181021.48,16597.9,164423.57,152.29,146.64,122.0,5.86,4.21,4.37,147.43,143.43,118.53,4664682.43,4494853.86,3744022.2,175735.14,126628.5,132056.27,4488947.29,4368225.36,3611965.93,111063.87,107020.33,89143.38,4184.17,3014.96,3144.2,106879.7,104005.36,85999.19,Arrived
2026-01-10,Arrived,59,0,1,58,1796880.0,29120.0,1767760.0,42782.86,693.33,42089.52,138.86,142.79,122.83,6.0,3.86,4.33,133.71,139.86,119.4,4253713.29,4374881.29,3768955.9,179895.14,115782.79,131016.6,4073818.14,4259098.5,3637939.3,101278.89,104163.84,89737.04,4283.22,2756.73,3119.44,96995.67,101407.11,86617.6,Arrived
2026-01-11,Arrived,219,4,5,215,6714728.0,152050.0,6562678.0,159874.48,3620.24,156254.24,147.71,152.07,126.93,6.57,3.86,4.5,142.0,149.14,123.37,4525888.57,4658781.86,3895469.57,197245.14,115849.71,136084.93,4328643.43,4542932.14,3759384.63,107759.25,110923.38,92749.28,4696.31,2758.33,3240.12,103062.94,108165.05,89509.16,Arrived
2026-01-12,Arrived,188,4,4,185,5765329.0,121980.0,5643349.0,137269.74,2904.29,134365.45,160.86,165.29,128.5,7.0,4.14,4.57,154.71,162.07,124.87,4924706.29,5061970.71,3942831.8,210338.0,124562.57,138134.93,4714368.29,4937408.14,3804696.87,117254.91,120523.11,93876.95,5008.05,2965.78,3288.93,112246.86,117557.34,90588.02,Arrived
2026-01-13,Arrived,87,0,1,87,2679959.0,29120.0,2650839.0,63808.55,693.33,63115.21,151.14,155.21,129.87,6.57,4.07,4.53,145.43,152.07,126.3,4629461.57,4754365.93,3985523.97,198628.0,122306.14,137088.93,4430833.57,4632059.79,3848435.03,110225.28,113199.19,94893.43,4729.24,2912.05,3264.02,105496.04,110287.14,91629.4,Arrived
2026-01-14,Arrived,233,1,1,233,7107458.0,30310.0,7077148.0,169225.19,721.67,168503.52,175.0,159.5,136.43,6.57,3.86,4.53,169.29,156.57,132.87,5351187.29,4883526.29,4185125.83,198798.0,115923.29,137080.6,5152389.29,4767603.0,4048045.23,127409.22,116274.44,99645.85,4733.29,2760.08,3263.82,122675.93,113514.36,96382.03,Arrived
2026-01-15,Arrived,246,0,0,247,7523049.0,0.0,7523049.0,179120.21,0.0,179120.21,183.0,162.93,141.47,5.0,3.86,4.53,178.86,160.0,137.9,5598615.0,4988099.0,4338597.53,151384.57,115923.29,137080.6,5447230.43,4872175.71,4201516.93,133300.36,118764.26,103299.94,3604.39,2760.08,3263.82,129695.96,116004.18,100036.12,Arrived
