date,region,car_count,filled_count,un1170_count,un1987_count,total_gallons,un1170_gallons,un1987_gallons,total_barrels,un1170_barrels,un1987_barrels,car_count_7d_avg,car_count_14d_avg,car_count_30d_avg,un1170_count_7d_avg,un1170_count_14d_avg,un1170_count_30d_avg,un1987_count_7d_avg,un1987_count_14d_avg,un1987_count_30d_avg,total_gallons_7d_avg,total_gallons_14d_avg,total_gallons_30d_avg,un1170_gallons_7d_avg,un1170_gallons_14d_avg,un1170_gallons_30d_avg,un1987_gallons_7d_avg,un1987_gallons_14d_avg,un1987_gallons_30d_avg,total_barrels_7d_avg,total_barrels_14d_avg,total_barrels_30d_avg,un1170_barrels_7d_avg,un1170_barrels_14d_avg,un1170_barrels_30d_avg,un1987_barrels_7d_avg,un1987_barrels_14d_avg,un1987_barrels_30d_avg,region_display
2025-06-01,Arrived,78,0,0,79,2405270.0,0.0,2405270.0,57268.33,0.0,57268.33,78.0,78.0,78.0,0.0,0.0,0.0,79.0,79.0,79.0,2405270.0,2405270.0,2405270.0,0.0,0.0,0.0,2405270.0,2405270.0,2405270.0,57268.33,57268.33,57268.33,0.0,0.0,0.0,57268.33,57268.33,57268.33,Arrived
2025-06-02,Arrived,95,0,0,95,2894280.0,0.0,2894280.0,68911.43,0.0,68911.43,86.5,86.5,86.5,0.0,0.0,0.0,87.0,87.0,87.0,2649775.0,2649775.0,2649775.0,0.0,0.0,0.0,2649775.0,2649775.0,2649775.0,63089.88,63089.88,63089.88,0.0,0.0,0.0,63089.88,63089.88,63089.88,Arrived
2025-06-04,Arrived,242,1,3,240,7409321.0,89340.0,7319981.0,176412.4,2127.14,174285.26,138.33,138.33,138.33,1.0,1.0,1.0,138.0,138.0,138.0,4236290.33,4236290.33,4236290.33,29780.0,29780.0,29780.0,4206510.33,4206510.33,4206510.33,100864.05,100864.05,100864.05,709.05,709.05,709.05,100155.01,100155.01,100155.01,Arrived
2025-06-05,Arrived,129,0,3,127,3956481.0,90820.0,3865661.0,94201.93,2162.38,92039.55,136.0,136.0,136.0,1.5,1.5,1.5,135.25,135.25,135.25,4166338.0,4166338.0,4166338.0,45040.0,45040.0,45040.0,4121298.0,4121298.0,4121298.0,99198.52,99198.52,99198.52,1072.38,1072.38,1072.38,98126.14,98126.14,98126.14,Arrived
2025-06-06,Arrived,50,2,2,49,1556465.0,60090.0,1496375.0,37058.69,1430.71,35627.98,118.8,118.8,118.8,1.6,1.6,1.6,118.0,118.0,118.0,3644363.4,3644363.4,3644363.4,48050.0,48050.0,48050.0,3596313.4,3596313.4,3596313.4,86770.56,86770.56,86770.56,1144.05,1144.05,1144.05,85626.51,85626.51,85626.51,Arrived
2025-06-07,Arrived,233,7,8,226,7140187.0,234460.0,6905727.0,170004.45,5582.38,164422.07,137.83,137.83,137.83,2.67,2.67,2.67,136.0,136.0,136.0,4227000.67,4227000.67,4227000.67,79118.33,79118.33,79118.33,4147882.33,4147882.33,4147882.33,100642.87,100642.87,100642.87,1883.77,1883.77,1883.77,98759.1,98759.1,98759.1,Arrived
2025-06-08,Arrived,94,0,0,95,2887328.0,0.0,2887328.0,68745.9,0.0,68745.9,131.57,131.57,131.57,2.29,2.29,2.29,130.14,130.14,130.14,4035618.86,4035618.86,4035618.86,67815.71,67815.71,67815.71,3967803.14,3967803.14,3967803.14,96086.16,96086.16,96086.16,1614.66,1614.66,1614.66,94471.5,94471.5,94471.5,Arrived
2025-06-09,Arrived,119,0,0,120,3657023.0,0.0,3657023.0,87071.98,0.0,87071.98,137.43,130.0,130.0,2.29,2.0,2.0,136.0,128.88,128.88,4214440.71,3988294.38,3988294.38,67815.71,59338.75,59338.75,4146625.0,3928955.62,3928955.62,100343.83,94959.39,94959.39,1614.66,1412.83,1412.83,98729.17,93546.56,93546.56,Arrived
2025-06-10,Arrived,144,7,9,136,4395686.0,274240.0,4121446.0,104659.19,6529.52,98129.67,144.43,131.56,131.56,3.57,2.78,2.78,141.86,129.67,129.67,4428927.29,4033560.11,4033560.11,106992.86,83216.67,83216.67,4321934.43,3950343.44,3950343.44,105450.65,96037.14,96037.14,2547.45,1981.35,1981.35,102903.2,94055.8,94055.8,Arrived
2025-06-11,Arrived,1,0,0,1,30150.0,0.0,30150.0,717.86,0.0,717.86,110.0,118.5,118.5,3.14,2.5,2.5,107.71,116.8,116.8,3374760.0,3633219.1,3633219.1,94230.0,74895.0,74895.0,3280530.0,3558324.1,3558324.1,80351.43,86505.22,86505.22,2243.57,1783.21,1783.21,78107.86,84722.0,84722.0,Arrived
2025-06-12,Arrived,142,1,1,142,4345922.0,30340.0,4315582.0,103474.33,722.38,102751.95,111.86,120.64,120.64,2.86,2.36,2.36,109.86,119.09,119.09,3430394.43,3698010.27,3698010.27,85590.0,70844.55,70844.55,3344804.43,3627165.73,3627165.73,81676.06,88047.86,88047.86,2037.86,1686.77,1686.77,79638.2,86361.09,86361.09,Arrived
2025-06-13,Arrived,188,2,3,186,5754531.0,90930.0,5663601.0,137012.64,2165.0,134847.64,131.57,126.25,126.25,3.0,2.42,2.42,129.43,124.67,124.67,4030118.14,3869387.0,3869387.0,89995.71,72518.33,72518.33,3940122.43,3796868.67,3796868.67,95955.19,92128.26,92128.26,2142.75,1726.63,1726.63,93812.44,90401.64,90401.64,Arrived
2025-06-14,Arrived,67,1,3,65,2081803.0,90830.0,1990973.0,49566.74,2162.62,47404.12,107.86,121.69,121.69,2.29,2.46,2.46,106.43,120.08,120.08,3307491.86,3731880.54,3731880.54,69477.14,73926.92,73926.92,3238014.71,3657953.62,3657953.62,78749.81,88854.3,88854.3,1654.22,1760.16,1760.16,77095.59,87094.13,87094.13,Arrived
2025-06-15,Arrived,341,43,43,299,10394226.0,1307665.0,9086561.0,247481.57,31134.88,216346.69,143.14,137.36,137.36,8.43,5.36,5.36,135.57,132.86,132.86,4379905.86,4207762.36,4207762.36,256286.43,162051.07,162051.07,4123619.43,4045711.29,4045711.29,104283.47,100184.82,100184.82,6102.06,3858.36,3858.36,98181.42,96326.46,96326.46,Arrived
2025-06-16,Arrived,62,9,9,53,1886995.0,273230.0,1613765.0,44928.45,6505.48,38422.98,135.0,136.21,132.33,9.71,6.0,5.6,126.0,131.0,127.53,4127044.71,4170742.71,4053044.53,295319.29,181567.5,169463.0,3831725.43,3989175.21,3883581.53,98262.97,99303.4,96501.06,7031.41,4323.04,4034.83,91231.56,94980.36,92466.23,Arrived
2025-06-18,Arrived,332,1,3,330,10079728.0,90522.0,9989206.0,239993.52,2155.29,237838.24,161.86,153.14,144.81,8.86,6.21,5.44,153.71,147.79,140.19,4939050.71,4683989.0,4429712.25,269073.86,188033.36,164529.19,4669976.86,4495955.64,4265183.06,117596.44,111523.55,105469.34,6406.52,4476.98,3917.36,111189.93,107046.56,101551.98,Arrived
2025-06-19,Arrived,2,0,2,0,48670.0,48670.0,0.0,1158.81,1158.81,0.0,162.0,136.0,136.41,9.14,6.14,5.24,153.57,130.64,131.94,4941696.43,4158228.21,4172003.88,276026.71,185128.36,157713.94,4665669.71,3973099.86,4014289.94,117659.44,99005.43,99333.42,6572.07,4407.82,3755.09,111087.37,94597.62,95578.33,Arrived
2025-06-20,Arrived,53,0,0,54,1634009.0,0.0,1634009.0,38904.98,0.0,38904.98,149.29,130.57,131.78,9.0,5.93,4.94,141.0,125.43,127.61,4554280.29,3992337.36,4031004.17,271692.43,178641.21,148952.06,4282587.86,3813696.14,3882052.11,108435.24,95055.65,95976.29,6468.87,4253.36,3546.48,101966.38,90802.29,92429.81,Arrived
2025-06-21,Arrived,57,0,1,57,1750335.0,30330.0,1720005.0,41674.64,722.14,40952.5,130.57,131.07,127.84,8.71,5.86,4.74,122.57,126.0,123.89,3982252.29,4006185.21,3910968.95,263035.29,176515.5,142708.79,3719217.0,3829669.71,3768260.16,94815.53,95385.36,93118.31,6262.75,4202.75,3397.83,88552.79,91182.61,89720.48,Arrived
2025-06-22,Arrived,194,1,5,190,5930324.0,149841.0,5780483.0,141198.19,3567.64,137630.55,148.71,128.29,131.15,9.0,5.64,4.75,140.43,123.43,127.2,4532041.0,3919766.43,4011936.7,271465.43,170471.29,143065.4,4260575.57,3749295.14,3868871.3,107905.74,93327.77,95522.3,6463.46,4058.84,3406.32,101442.28,89268.93,92115.98,Arrived
2025-06-23,Arrived,186,0,0,187,5679370.0,0.0,5679370.0,135223.1,0.0,135223.1,126.57,134.86,133.76,2.86,5.64,4.52,124.43,130.0,130.05,3858490.14,4119198.0,4091338.29,84656.14,170471.29,136252.76,3773834.0,3948726.71,3955085.52,91868.81,98076.14,97412.82,2015.62,4058.84,3244.11,89853.19,94017.3,94168.7,Arrived
2025-06-24,Arrived,253,16,20,234,7703345.0,605318.0,7098027.0,183412.98,14412.33,169000.64,153.86,144.43,139.18,4.43,7.07,5.23,150.29,138.14,134.77,4689397.29,4408221.0,4255520.41,132097.29,213708.29,157573.91,4557300.0,4194512.71,4097946.5,111652.32,104957.64,101321.91,3145.17,5088.29,3751.76,108507.14,99869.35,97570.16,Arrived
2025-06-25,Arrived,216,7,9,208,6583270.0,271518.0,6311752.0,156744.52,6464.71,150279.81,137.29,149.57,142.52,5.29,7.07,5.39,132.86,143.29,137.96,4189903.29,4564477.0,4356726.91,157953.86,213513.86,162528.0,4031949.43,4350963.14,4194198.91,99759.6,108678.02,103731.59,3760.8,5083.66,3869.71,95998.8,103594.36,99861.88,Arrived
2025-06-26,Arrived,98,0,1,97,2990331.0,30260.0,2960071.0,71198.36,720.48,70477.88,151.0,156.5,140.67,5.14,7.14,5.21,146.71,150.14,136.25,4610140.57,4775918.5,4299793.75,155323.86,215675.29,157016.83,4454816.71,4560243.21,4142776.92,109765.25,113712.34,102376.04,3698.19,5135.13,3738.5,106067.07,108577.22,98637.55,Arrived
2025-06-27,Arrived,105,3,3,103,3223685.0,90860.0,3132825.0,76754.4,2163.33,74591.07,158.43,153.86,139.24,5.57,7.29,5.12,153.71,147.36,134.92,4837237.14,4695758.71,4256749.4,168303.86,219998.14,154370.56,4668933.29,4475760.57,4102378.84,115172.31,111803.78,101351.18,4007.23,5238.05,3675.49,111165.08,106565.73,97675.69,Arrived
2025-06-28,Arrived,97,0,0,97,2947402.0,0.0,2947402.0,70176.24,0.0,70176.24,164.14,147.36,137.62,5.43,7.07,4.92,159.43,141.0,133.46,5008246.71,4495249.5,4206389.88,163971.0,213503.14,148433.23,4844275.71,4281746.36,4057956.65,119243.97,107029.75,100152.14,3904.07,5083.41,3534.12,115339.9,101946.34,96618.02,Arrived
2025-06-29,Arrived,371,2,2,370,11317781.0,60560.0,11257221.0,269470.98,1441.9,268029.07,189.43,169.07,146.26,5.0,7.0,4.81,185.14,162.79,142.22,5777883.43,5154962.21,4469774.74,151216.57,211341.0,145178.67,5626666.86,4943621.21,4324596.07,137568.65,122737.2,106423.21,3600.39,5031.93,3456.63,133968.26,117705.27,102966.57,Arrived
2025-06-30,Arrived,88,1,1,88,2700632.0,30150.0,2670482.0,64300.76,717.86,63582.9,175.43,151.0,144.18,5.14,4.0,4.68,171.0,147.71,140.29,5352349.43,4605419.79,4406591.07,155523.71,120089.93,141070.5,5196825.71,4485329.86,4265520.57,127436.89,109652.85,104918.83,3702.94,2859.28,3358.82,123733.94,106793.57,101560.01,Arrived
2025-07-01,Arrived,332,5,5,328,10143497.0,152500.0,9990997.0,241511.83,3630.95,237880.88,186.71,170.29,150.66,3.0,3.71,4.69,184.43,167.36,146.76,5700942.57,5195169.93,4604415.41,90835.43,111466.36,141464.62,5610107.14,5083703.57,4462950.79,135736.73,123694.52,109628.94,2162.75,2653.96,3368.2,133573.98,121040.56,106260.73,Arrived
2025-07-02,Arrived,151,1,1,151,4629438.0,30690.0,4598748.0,110224.71,730.71,109494.0,177.43,157.36,150.67,1.86,3.57,4.57,176.29,154.57,146.9,5421823.71,4805863.5,4605249.5,56431.43,107192.64,137772.13,5365392.29,4698670.86,4467477.37,129091.04,114425.32,109648.8,1343.6,2552.2,3280.29,127747.43,111873.12,106368.51,Arrived
2025-07-03,Arrived,146,9,9,138,4472931.0,274040.0,4198891.0,106498.36,6524.76,99973.6,184.29,167.64,152.93,3.0,4.07,4.87,182.14,164.43,148.87,5633623.71,5121882.14,4674171.53,91257.14,123290.5,146906.8,5542366.57,4998591.64,4527264.73,134133.9,121949.58,111289.8,2172.79,2935.49,3497.78,131961.11,119014.09,107792.02,Arrived
2025-07-04,Arrived,61,1,1,60,1858917.0,30440.0,1828477.0,44259.93,724.76,43535.17,178.0,168.21,151.8,2.71,4.14,4.9,176.0,164.86,147.7,5438656.86,5137947.0,4639659.43,82625.71,125464.79,147921.47,5356031.14,5012482.21,4491737.97,129491.83,122332.07,110468.08,1967.28,2987.26,3521.94,127524.55,119344.81,106946.14,Arrived
2025-07-05,Arrived,95,24,25,71,2925536.0,757438.0,2168098.0,69655.62,18034.24,51621.38,177.71,170.93,146.9,6.29,5.86,5.63,172.29,165.86,142.07,5435533.14,5221889.93,4490199.93,190831.14,177401.07,170191.4,5244702.0,5044488.86,4320008.53,129417.46,124330.71,106909.52,4543.6,4223.83,4052.18,124873.86,120106.88,102857.35,Arrived
2025-07-06,Arrived,192,0,1,192,5878439.0,30600.0,5847839.0,139962.83,728.57,139234.26,152.14,170.79,149.0,6.14,5.57,5.57,146.86,166.0,144.23,4658484.29,5218183.86,4554265.2,186551.14,168883.86,168184.07,4471933.14,5049300.0,4386081.13,110916.29,124242.47,108434.89,4441.69,4021.04,4004.38,106474.6,120221.43,104430.5,Arrived
2025-07-07,Arrived,62,1,1,61,1892586.0,30620.0,1861966.0,45061.57,729.05,44332.52,148.43,161.93,149.4,6.14,5.64,5.53,143.0,157.0,144.63,4543049.14,4947699.29,4565469.23,186618.29,171071.0,167201.73,4356430.86,4776628.29,4398267.5,108167.84,117802.36,108701.65,4443.29,4073.12,3980.99,103724.54,113729.24,104720.66,Arrived
2025-07-09,Arrived,0,0,1,0,30000.0,30000.0,0.0,714.29,714.29,0.0,101.0,143.86,141.63,5.57,4.29,5.3,96.14,140.29,137.1,3098263.86,4399603.21,4328463.0,169118.29,129976.86,160386.4,2929145.57,4269626.36,4168076.6,73768.19,104752.46,103058.64,4026.63,3094.69,3818.72,69741.56,101657.77,99239.92,Arrived
2025-07-10,Arrived,194,1,5,190,5935799.0,149920.0,5785879.0,141328.55,3569.52,137759.02,107.14,142.29,144.97,6.14,4.0,5.47,101.71,139.0,140.27,3284886.86,4353355.29,4430078.7,186151.14,121291.29,165383.73,3098735.71,4232064.0,4264694.97,78211.59,103651.32,105478.06,4432.17,2887.89,3937.71,73779.42,100763.43,101540.36,Arrived
2025-07-12,Arrived,277,2,3,275,8451303.0,90980.0,8360323.0,201221.5,2166.19,199055.31,125.86,155.07,150.23,5.29,4.14,5.57,121.29,151.71,145.43,3853225.71,4743424.71,4589888.03,159999.71,125628.43,168416.4,3693226.0,4617796.29,4421471.63,91743.47,112938.68,109283.05,3809.52,2991.15,4009.91,87933.95,109947.53,105273.13,Arrived
2025-07-13,Arrived,7,0,3,5,242424.0,90450.0,151974.0,5772.0,2153.57,3618.43,118.14,148.07,145.67,5.57,4.14,5.37,113.43,144.71,141.07,3622298.14,4530477.5,4451445.97,168572.57,125599.14,162290.07,3453725.57,4404878.36,4289155.9,86245.19,107868.51,105986.81,4013.63,2990.46,3864.05,82231.56,104878.06,102122.76,Arrived
2025-07-14,Arrived,187,6,6,182,5709122.0,181900.0,5527222.0,135931.48,4330.95,131600.52,131.29,154.5,151.87,2.86,4.57,5.57,129.29,150.79,147.1,4019953.29,4727743.21,4640745.03,86352.86,138592.0,168353.4,3933600.43,4589151.21,4472391.63,95713.17,112565.32,110493.93,2056.02,3299.81,4008.41,93657.15,109265.5,106485.52,Arrived
2025-07-15,Arrived,2,0,1,1,60740.0,29130.0,31610.0,1446.19,693.57,752.62,104.14,128.14,147.2,2.86,4.5,5.57,102.0,124.43,142.4,3188853.43,3923668.86,4497905.63,86142.86,136347.0,168313.07,3102710.57,3787321.86,4329592.57,75925.08,93420.69,107092.99,2051.02,3246.36,4007.45,73874.06,90174.33,103085.54,Arrived
2025-07-16,Arrived,194,5,8,187,5933846.0,242900.0,5690946.0,141282.05,5783.33,135498.71,123.0,135.71,147.4,3.86,5.0,5.73,120.0,131.5,142.43,3766176.29,4154612.71,4503882.8,116468.57,151543.43,173378.73,3649707.71,4003069.29,4330504.07,89670.87,98919.35,107235.3,2773.06,3608.18,4128.06,86897.8,95311.17,103107.24,Arrived
2025-07-17,Arrived,99,1,9,91,3018774.0,269241.0,2749533.0,71875.57,6410.5,65465.07,137.14,119.07,148.47,5.0,5.29,5.93,133.0,114.57,143.3,4193144.0,3645703.93,4535115.17,150645.86,159882.07,179325.77,4042498.14,3485821.86,4355789.4,99836.76,86802.48,107978.93,3586.8,3806.72,4269.66,96249.95,82995.76,103709.27,Arrived
2025-07-18,Arrived,155,2,4,152,4742949.0,121010.0,4621939.0,112927.36,2881.19,110046.17,131.57,119.36,142.27,4.86,5.5,4.63,127.57,114.64,138.4,4022736.86,3653811.86,4346739.27,146515.86,166333.5,139770.6,3876221.0,3487478.36,4206968.67,95779.45,86995.52,103493.79,3488.47,3960.32,3327.87,92290.98,83035.2,100165.92,Arrived
2025-07-19,Arrived,153,1,1,153,4682541.0,30320.0,4652221.0,111489.07,721.9,110767.17,113.86,119.86,145.3,4.57,4.93,4.37,110.14,115.71,141.73,3484342.29,3668784.0,4439924.13,137850.14,148924.93,131673.6,3346492.14,3519859.07,4308250.53,82960.53,87352.0,105712.48,3282.14,3545.83,3135.08,79678.38,83806.17,102577.39,Arrived
2025-07-20,Arrived,260,4,98,163,7927534.0,2968150.0,4959384.0,188750.81,70670.24,118080.57,150.0,134.07,142.9,18.14,11.86,7.53,132.71,123.07,136.17,4582215.14,4102256.64,4368184.33,548950.14,358761.36,227594.53,4033265.0,3743495.29,4140589.8,109100.36,97672.78,104004.39,13070.24,8541.94,5418.92,96030.12,89130.84,98585.47,Arrived
2025-07-21,Arrived,315,1,62,254,9616688.0,1884370.0,7732318.0,228968.76,44865.95,184102.81,168.29,149.79,153.33,26.14,14.5,9.53,143.0,136.14,144.63,5140438.86,4580196.07,4687118.27,792160.14,439256.5,288784.53,4348278.71,4140939.57,4398333.73,122391.4,109052.29,111598.05,18860.95,10458.49,6875.82,103530.45,98593.8,104722.23,Arrived
2025-07-22,Arrived,90,7,9,82,2755890.0,265060.0,2490830.0,65616.43,6310.95,59305.48,180.86,142.5,154.57,27.29,15.07,9.83,154.57,128.29,145.57,5525460.29,4357156.86,4724514.3,825864.43,456003.64,297619.87,4699595.86,3901153.21,4426894.43,131558.58,103741.83,112488.44,19663.44,10857.23,7086.19,111895.14,92884.6,105402.25,Arrived
2025-07-23,Arrived,189,0,5,185,5786194.0,150520.0,5635674.0,137766.52,3583.81,134182.71,180.14,151.57,158.97,26.86,15.36,9.97,154.29,137.14,149.83,5504367.14,4635271.71,4859042.93,812667.29,464567.93,301626.2,4691699.86,4170703.79,4557416.73,131056.36,110363.61,115691.5,19349.22,11061.14,7181.58,111707.14,99302.47,108509.92,Arrived
2025-07-24,Arrived,115,2,2,114,3526258.0,60180.0,3466078.0,83958.52,1432.86,82525.67,182.43,159.79,156.33,25.86,15.43,9.87,157.57,145.29,147.3,5576864.86,4885004.43,4778907.4,782801.43,466723.64,298637.5,4794063.43,4418280.79,4480269.9,132782.5,116309.63,113783.51,18638.13,11112.47,7110.42,114144.37,105197.16,106673.09,Arrived
2025-07-25,Arrived,94,0,4,91,2900156.0,119690.0,2780466.0,69051.33,2849.76,66201.57,173.71,152.64,153.27,25.86,15.36,10.0,148.86,138.21,144.1,5313608.71,4668172.79,4686266.93,782612.86,464564.36,302627.17,4530995.86,4203608.43,4383639.77,126514.49,111146.97,111577.78,18633.64,11061.05,7205.41,107880.85,100085.92,104372.37,Arrived
2025-07-26,Arrived,65,7,7,59,2008501.0,212200.0,1796301.0,47821.45,5052.38,42769.07,161.14,137.5,147.0,26.71,15.64,9.57,135.43,122.79,138.27,4931603.0,4207972.64,4496438.8,808595.71,473222.93,289523.23,4123007.29,3734749.71,4206915.57,117419.12,100189.82,107058.07,19252.28,11267.21,6893.41,98166.84,88922.61,100164.66,Arrived
2025-07-27,Arrived,94,0,0,95,2884077.0,0.0,2884077.0,68668.5,0.0,68668.5,137.43,143.71,142.93,12.71,15.43,9.27,125.71,129.21,134.5,4211109.14,4396662.14,4373132.37,384574.29,466762.21,280472.63,3826534.86,3929899.93,4092659.73,100264.5,104682.43,104122.2,9156.53,11113.38,6677.92,91107.97,93569.05,97444.28,Arrived
2025-07-28,Arrived,176,0,0,177,5394424.0,0.0,5394424.0,128438.67,0.0,128438.67,117.57,142.93,145.53,3.86,15.0,9.23,114.71,128.86,137.17,3607928.57,4374183.71,4453268.8,115378.57,453769.36,279463.97,3492550.0,3920414.36,4173804.83,85903.06,104147.23,106030.21,2747.11,10804.03,6653.9,83155.95,93343.2,99376.31,Arrived
2025-07-29,Arrived,2,0,2,0,58940.0,58940.0,0.0,1403.33,1403.33,0.0,105.0,142.93,142.1,2.86,15.07,9.2,103.0,128.79,133.73,3222650.0,4374055.14,4347777.3,85932.86,455898.64,278399.97,3136717.14,3918156.5,4069377.33,76729.76,104144.17,103518.51,2046.02,10854.73,6628.57,74683.74,93289.44,96889.94,Arrived
2025-07-30,Arrived,200,0,1,200,6090782.0,30300.0,6060482.0,145018.62,721.43,144297.19,106.57,143.36,145.53,2.29,14.57,9.23,105.14,129.71,137.17,3266162.57,4385264.86,4452556.63,68758.57,440712.93,279409.97,3197404.0,3944551.93,4173146.67,77765.77,104411.07,106013.25,1637.11,10493.16,6652.62,76128.67,93917.9,99360.63,Arrived
2025-07-31,Arrived,89,7,8,82,2722650.0,240957.0,2481693.0,64825.0,5737.07,59087.93,102.86,142.64,136.13,3.14,14.5,9.43,100.57,129.07,127.57,3151361.43,4364113.14,4166052.27,94583.86,438692.64,285423.2,3056777.57,3925420.5,3880629.07,75032.41,103907.46,99191.72,2252.0,10445.06,6795.79,72780.42,93462.39,92395.93,Arrived
2025-08-01,Arrived,277,0,0,278,8442123.0,0.0,8442123.0,201002.93,0.0,201002.93,129.0,151.36,142.43,2.57,14.21,9.4,127.29,138.07,133.9,3943071.0,4628339.86,4357435.3,77485.29,430049.07,284418.2,3865585.71,4198290.79,4073017.1,93882.64,110198.57,103748.46,1844.89,10239.26,6771.86,92037.76,99959.3,96976.6,Arrived
2025-08-02,Arrived,62,11,16,47,1903494.0,481920.0,1421574.0,45321.29,11474.29,33847.0,128.57,144.86,133.43,3.86,15.29,9.77,125.57,130.5,124.53,3928070.0,4429836.5,4082768.53,116016.71,462306.21,295398.87,3812053.29,3967530.29,3787369.67,93525.48,105472.3,97208.77,2762.3,11007.29,7033.31,90763.17,94465.01,90175.47,Arrived
2025-08-03,Arrived,179,3,4,176,5455246.0,114640.0,5340606.0,129886.81,2729.52,127157.29,140.71,139.07,134.37,4.43,8.57,9.87,137.14,131.43,125.37,4295379.86,4253244.5,4110295.47,132393.86,258484.07,298197.2,4162986.0,3994760.43,3812098.27,102270.95,101267.73,97864.18,3152.23,6154.38,7099.93,99118.72,95113.34,90764.24,Arrived
2025-08-04,Arrived,137,0,0,138,4209564.0,0.0,4209564.0,100227.71,0.0,100227.71,135.14,126.36,134.07,4.43,4.14,9.57,131.57,123.14,125.37,4126114.14,3867021.36,4101516.57,132393.86,123886.21,289062.53,3993720.29,3743135.14,3812454.03,98240.81,92071.94,97655.16,3152.23,2949.67,6882.44,95088.58,89122.27,90772.72,Arrived
2025-08-05,Arrived,159,3,3,157,4873958.0,90610.0,4783348.0,116046.62,2157.38,113889.24,157.57,131.29,137.33,4.57,3.71,9.63,154.0,128.5,128.6,4813973.86,4018311.93,4202017.93,136918.14,111425.5,291068.2,4677055.71,3906886.43,3910949.73,114618.43,95674.09,100048.05,3259.96,2652.99,6930.19,111358.47,93021.11,93117.85,Arrived
2025-08-06,Arrived,193,1,4,190,5900924.0,119350.0,5781574.0,140498.19,2841.67,137656.52,156.57,131.57,140.6,5.0,3.64,8.93,152.57,128.86,132.57,4786851.29,4026506.93,4301197.53,149639.57,109199.07,269798.6,4637211.71,3917307.86,4031398.93,113972.65,95869.21,102409.47,3562.85,2599.98,6423.78,110409.8,93269.24,95985.69,Arrived
2025-08-07,Arrived,160,5,7,154,4907851.0,212860.0,4694991.0,116853.6,5068.1,111785.5,166.71,134.79,139.53,4.86,4.0,9.13,162.86,131.71,131.3,5099022.86,4125192.14,4268844.6,145625.71,120104.79,275873.93,4953397.14,4005087.36,3992970.67,121405.31,98218.86,101639.16,3467.28,2859.64,6568.43,117938.03,95359.22,95070.73,Arrived
2025-08-08,Arrived,97,12,15,83,2981350.0,453225.0,2528125.0,70984.52,10791.07,60193.45,141.0,135.0,140.7,7.0,4.79,9.6,135.0,131.14,132.03,4318912.43,4130991.71,4305136.73,210372.14,143928.71,289960.77,4108540.29,3987063.0,4015175.97,102831.25,98356.95,102503.26,5008.86,3426.87,6903.83,97822.39,94930.07,95599.43,Arrived
2025-08-09,Arrived,60,0,2,59,1855243.0,60550.0,1794693.0,44172.45,1441.67,42730.79,140.71,134.64,142.7,5.0,4.43,9.63,136.71,131.14,134.0,4312019.43,4120044.71,4365978.17,150176.43,133096.57,290979.1,4161843.0,3986948.14,4074999.07,102667.13,98096.3,103951.86,3575.63,3168.97,6928.07,99091.5,94927.34,97023.79,Arrived
2025-08-10,Arrived,187,0,2,186,5721801.0,60640.0,5661161.0,136233.36,1443.81,134789.55,141.86,141.29,142.47,4.71,4.57,9.53,138.14,137.64,133.87,4350098.71,4322739.29,4358844.9,142462.14,137428.0,288003.1,4207636.57,4185311.29,4070841.8,103573.78,102922.36,103782.02,3391.96,3272.1,6857.22,100181.82,99650.27,96924.8,Arrived
2025-08-11,Arrived,58,0,0,59,1794237.0,0.0,1794237.0,42719.93,0.0,42719.93,130.57,132.86,135.17,4.71,4.57,9.43,126.86,129.21,126.67,4005052.0,4065583.07,4136942.7,142462.14,137428.0,284970.43,3862589.86,3928155.07,3851972.27,95358.38,96799.6,98498.64,3391.96,3272.1,6785.01,91966.43,93527.5,91713.63,Arrived
2025-08-12,Arrived,107,0,3,105,3267858.0,73503.0,3194355.0,77806.14,1750.07,76056.07,123.14,140.36,138.5,4.71,4.64,9.43,119.43,136.71,130.0,3775609.14,4294791.5,4237790.5,140018.29,138468.21,284405.53,3635590.86,4156323.29,3953384.97,89895.46,102256.94,100899.77,3333.77,3296.86,6771.56,86561.69,98960.08,94128.21,Arrived
2025-08-13,Arrived,3,0,3,1,119630.0,89200.0,30430.0,2848.33,2123.81,724.52,96.0,126.29,132.37,4.57,4.79,9.33,92.43,122.5,123.97,2949710.0,3868280.64,4051474.1,135711.14,142675.36,281315.53,2813998.86,3725605.29,3770158.57,70231.19,92101.92,96463.67,3231.22,3397.03,6697.99,66999.97,88704.89,89765.68,Arrived
2025-08-14,Arrived,65,2,5,61,2002825.0,149920.0,1852905.0,47686.31,3569.52,44116.79,82.43,124.57,134.47,4.29,4.57,9.47,79.14,121.0,125.97,2534706.29,3816864.57,4116210.27,126719.71,136172.71,285341.87,2407986.57,3680691.86,3830868.4,60350.15,90877.73,98005.01,3017.14,3242.21,6793.85,57333.01,87635.52,91211.15,Arrived
2025-08-15,Arrived,295,27,28,268,8988508.0,847129.0,8141379.0,214012.1,20169.74,193842.36,110.71,125.86,137.83,6.14,6.57,10.13,105.57,120.29,128.67,3392871.71,3855892.07,4218032.33,182991.71,196681.93,305482.83,3209880.0,3659210.14,3912549.5,80782.66,91806.95,100429.34,4356.95,4682.9,7273.4,76425.72,87124.05,93155.94,Arrived
