car_id,detection_time,sensor,cubic_capacity,sighting_id
TILX0000638673,2024-05-16 17:17:20.212000+00:00,"Phelan, BC",6351.0,1631902
TILX0000638255,2024-05-16 17:17:20.212000+00:00,"Phelan, BC",6351.0,1631902
TILX0000637986,2024-05-16 17:17:20.212000+00:00,"Phelan, BC",6351.0,1631902
TILX0000636043,2024-05-16 17:17:20.212000+00:00,"Phelan, BC",6351.0,1631902
SHPX0000464408,2024-05-16 17:17:20.212000+00:00,"Phelan, BC",6224.0,1631902
TILX0000637917,2024-05-16 17:17:20.212000+00:00,"Phelan, BC",6351.0,1631902
TILX0000638557,2024-05-16 17:17:20.212000+00:00,"Phelan, BC",6351.0,1631902
TILX0000638561,2024-05-16 17:17:20.212000+00:00,"Phelan, BC",6351.0,1631902
CRDX0000015026,2024-05-16 17:17:20.212000+00:00,"Phelan, BC",6300.0,1631902
SHPX0000464407,2024-05-16 17:17:20.212000+00:00,"Phelan, BC",6224.0,1631902
TILX0000637777,2024-05-16 17:17:20.212000+00:00,"Phelan, BC",6351.0,1631902
CRDX0000015174,2024-05-16 17:17:20.212000+00:00,"Phelan, BC",6351.0,1631902
TILX0000636357,2024-05-16 17:17:20.212000+00:00,"Phelan, BC",6351.0,1631902
TILX0000638251,2024-05-16 17:17:20.212000+00:00,"Phelan, BC",6351.0,1631902
TILX0000636281,2024-05-16 17:17:20.212000+00:00,"Phelan, BC",6351.0,1631902
TILX0000638256,2024-05-16 17:17:20.212000+00:00,"Phelan, BC",6351.0,1631902
DOWX0000069167,2024-05-17 22:32:25.505000+00:00,"Phelan, BC",6200.0,1636601
DOWX0000066956,2024-05-17 22:32:25.505000+00:00,"Phelan, BC",6241.0,1636601
CCBX0000072359,2024-05-17 22:32:25.505000+00:00,"Phelan, BC",6221.0,1636601
CCBX0000072174,2024-05-17 22:32:25.505000+00:00,"Phelan, BC",6221.0,1636601
CCBX0000058944,2024-05-17 22:32:25.505000+00:00,"Phelan, BC",6270.0,1636601
CCBX0000072808,2024-05-17 22:32:25.505000+00:00,"Phelan, BC",6221.0,1636601
CCBX0000071031,2024-05-17 22:32:25.505000+00:00,"Phelan, BC",6270.0,1636601
AOKX0000091273,2024-05-17 22:32:25.505000+00:00,"Phelan, BC",6250.0,1636601
CCBX0000058621,2024-05-17 22:32:25.505000+00:00,"Phelan, BC",6270.0,1636601
DOWX0000069070,2024-05-19 16:19:23.032000+00:00,"Phelan, BC",6200.0,1643029
DCLX0000008133,2024-05-19 16:19:23.032000+00:00,"Phelan, BC",6245.0,1643029
DOWX0000066597,2024-05-19 16:19:23.032000+00:00,"Phelan, BC",6224.0,1643029
DOWX0000069891,2024-05-19 16:19:23.032000+00:00,"Phelan, BC",6224.0,1643029
CCBX0000071781,2024-05-19 16:19:23.032000+00:00,"Phelan, BC",6221.0,1643029
CCBX0000058884,2024-05-19 16:19:23.032000+00:00,"Phelan, BC",6270.0,1643029
DOWX0000060934,2024-05-19 16:19:23.032000+00:00,"Phelan, BC",6241.0,1643029
DOWX0000060311,2024-05-19 16:19:23.032000+00:00,"Phelan, BC",6241.0,1643029
DOWX0000066326,2024-05-19 16:19:23.032000+00:00,"Phelan, BC",6224.0,1643029
CCBX0000073306,2024-05-19 16:19:23.032000+00:00,"Phelan, BC",6221.0,1643029
DOWX0000068153,2024-05-19 16:19:23.032000+00:00,"Phelan, BC",6221.0,1643029
DOWX0000069493,2024-05-19 16:19:23.032000+00:00,"Phelan, BC",6224.0,1643029
TILX0000638568,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000638578,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000637767,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000639350,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
CRDX0000015025,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6300.0,1643875
TILX0000638007,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
SHPX0000464470,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6224.0,1643875
TILX0000637694,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000650402,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000636231,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000637990,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000636802,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
CRDX0000015050,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6300.0,1643875
TILX0000637914,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000637334,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000637931,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000637322,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000638265,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000638010,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
CRDX0000015104,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6300.0,1643875
TILX0000639284,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000636262,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000650487,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000637770,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000640325,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000637969,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000637921,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000637915,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000636754,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000638029,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
CRDX0000015082,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6300.0,1643875
TILX0000636795,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000636229,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000639572,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000638267,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000636278,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
CRDX0000015031,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6300.0,1643875
CRDX0000015034,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6300.0,1643875
TILX0000650432,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000636258,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000638275,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000639337,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
CRDX0000015048,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6300.0,1643875
TILX0000639491,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
SHPX0000463872,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6201.0,1643875
TILX0000637957,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
SHPX0000464447,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6224.0,1643875
TILX0000636793,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000637495,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000637913,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000639576,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000637769,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000639582,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000638189,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000640444,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000637097,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
CRDX0000015191,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000636165,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000636215,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
CRDX0000015115,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6300.0,1643875
SHPX0000464478,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6224.0,1643875
TILX0000637314,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000637780,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000638632,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000636236,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000637400,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000638698,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
SHPX0000464414,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6224.0,1643875
TILX0000638905,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000638811,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000637779,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000640537,2024-05-19 21:51:55.471000+00:00,"Phelan, BC",6351.0,1643875
TILX0000638915,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000638009,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
SHPX0000464487,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6224.0,1651086
TILX0000638279,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000638763,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
CRDX0000015056,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6300.0,1651086
TILX0000637670,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000637984,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000636338,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000640266,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
SHPX0000463548,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6201.0,1651086
CRDX0000015111,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6300.0,1651086
TILX0000637331,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000637100,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000638047,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000638039,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000638224,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000637927,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
CRDX0000015018,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6300.0,1651086
TILX0000636245,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000638187,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000638028,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000639432,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
CRDX0000015188,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000639403,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000637522,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000638560,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000638204,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
CRDX0000015068,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6300.0,1651086
CRDX0000015101,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6300.0,1651086
TILX0000636197,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000650426,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000636187,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
CRDX0000015045,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6300.0,1651086
SHPX0000464439,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6224.0,1651086
TILX0000637992,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
TILX0000642458,2024-05-21 21:04:10.891000+00:00,"Phelan, BC",6351.0,1651086
DOWX0000069425,2024-05-22 07:28:30.912000+00:00,"Phelan, BC",6224.0,1652827
DOWX0000068914,2024-05-22 07:28:30.912000+00:00,"Phelan, BC",6200.0,1652827
DOWX0000060123,2024-05-22 07:28:30.912000+00:00,"Phelan, BC",6241.0,1652827
CCBX0000071955,2024-05-22 07:28:30.912000+00:00,"Phelan, BC",6221.0,1652827
CCBX0000072454,2024-05-22 07:28:30.912000+00:00,"Phelan, BC",6221.0,1652827
TILX0000636334,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6351.0,1658179
TILX0000637906,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6351.0,1658179
TILX0000637775,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6351.0,1658179
TILX0000639262,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6351.0,1658179
TILX0000638005,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6351.0,1658179
TILX0000636264,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6351.0,1658179
TILX0000636824,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6351.0,1658179
TILX0000638750,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6351.0,1658179
CRDX0000015504,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6310.0,1658179
CRDX0000015062,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6300.0,1658179
SHPX0000464465,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6224.0,1658179
TILX0000638046,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6351.0,1658179
TILX0000635999,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6351.0,1658179
TILX0000638019,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6351.0,1658179
TILX0000638244,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6351.0,1658179
TILX0000639454,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6351.0,1658179
TILX0000639380,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6351.0,1658179
TILX0000639286,2024-05-23 17:40:16.438000+00:00,"Phelan, BC",6351.0,1658179
CCBX0000072037,2024-05-23 19:07:30.919000+00:00,"Phelan, BC",6221.0,1658377
DOWX0000069918,2024-05-23 19:07:30.919000+00:00,"Phelan, BC",6224.0,1658377
DOWX0000069720,2024-05-23 19:07:30.919000+00:00,"Phelan, BC",6224.0,1658377
CCBX0000072422,2024-05-23 19:07:30.919000+00:00,"Phelan, BC",6221.0,1658377
CCBX0000073104,2024-05-23 19:07:30.919000+00:00,"Phelan, BC",6221.0,1658377
DOWX0000068866,2024-05-23 19:07:30.919000+00:00,"Phelan, BC",6224.0,1658377
TILX0000639190,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000638231,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000636351,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000650360,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000637903,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
SHPX0000464427,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6224.0,1666264
TILX0000639004,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000635396,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000639515,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000637425,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
CRDX0000015094,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6300.0,1666264
SHPX0000464416,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6224.0,1666264
CRDX0000015075,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6300.0,1666264
TILX0000638249,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000638220,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000636078,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000639356,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000637344,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
SHPX0000464456,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6224.0,1666264
TILX0000637997,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
CRDX0000015169,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000638214,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000639282,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000645876,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000638006,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000637768,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000640048,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000636265,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000638771,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000640082,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000638807,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000637904,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000638800,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
CRDX0000015190,2024-05-25 22:43:42.705000+00:00,"Phelan, BC",6351.0,1666264
TILX0000641638,2024-05-26 06:20:20.675000+00:00,"Phelan, BC",6351.0,1667308
SHPX0000464410,2024-05-26 06:20:20.675000+00:00,"Phelan, BC",6224.0,1667308
TILX0000636082,2024-05-26 06:20:20.675000+00:00,"Phelan, BC",6351.0,1667308
CRDX0000015048,2024-05-26 06:20:20.675000+00:00,"Phelan, BC",6300.0,1667308
TILX0000636827,2024-05-26 06:20:20.675000+00:00,"Phelan, BC",6351.0,1667308
TILX0000638041,2024-05-26 06:20:20.675000+00:00,"Phelan, BC",6351.0,1667308
CRDX0000015529,2024-05-26 06:20:20.675000+00:00,"Phelan, BC",6310.0,1667308
TILX0000637770,2024-05-26 06:20:20.675000+00:00,"Phelan, BC",6351.0,1667308
TILX0000637961,2024-05-26 06:20:20.675000+00:00,"Phelan, BC",6351.0,1667308
TILX0000638004,2024-05-26 06:20:20.675000+00:00,"Phelan, BC",6351.0,1667308
CRDX0000015029,2024-05-26 06:20:20.675000+00:00,"Phelan, BC",6300.0,1667308
TILX0000650459,2024-05-26 06:20:20.675000+00:00,"Phelan, BC",6351.0,1667308
TILX0000639412,2024-05-26 06:20:20.675000+00:00,"Phelan, BC",6351.0,1667308
TILX0000638010,2024-05-26 06:20:20.675000+00:00,"Phelan, BC",6351.0,1667308
TILX0000637779,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
SHPX0000464415,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6224.0,1675143
TILX0000637429,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
TILX0000640537,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
SHPX0000464472,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6224.0,1675143
TILX0000637780,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
TILX0000637065,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
TILX0000638015,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
TILX0000640520,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
TILX0000638632,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
TILX0000638012,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
TILX0000637314,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
CRDX0000015160,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
TILX0000637671,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
SHPX0000464424,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6224.0,1675143
TILX0000636754,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
SHPX0000464505,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6224.0,1675143
TILX0000637931,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
TILX0000639284,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
TILX0000637921,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
TILX0000637915,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
TILX0000638216,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
TILX0000636262,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
TILX0000638811,2024-05-28 12:39:28.844000+00:00,"Phelan, BC",6351.0,1675143
CCBX0000072936,2024-05-29 07:04:33.711000+00:00,"Phelan, BC",6221.0,1677783
CCBX0000058749,2024-05-29 07:04:33.711000+00:00,"Phelan, BC",6270.0,1677783
CCBX0000073434,2024-05-29 07:04:33.711000+00:00,"Phelan, BC",6221.0,1677783
DOWX0000069967,2024-05-29 07:04:33.711000+00:00,"Phelan, BC",6224.0,1677783
DOWX0000068278,2024-05-29 07:04:33.711000+00:00,"Phelan, BC",6200.0,1677783
DOWX0000066244,2024-05-29 07:04:33.711000+00:00,"Phelan, BC",6224.0,1677783
DOWX0000069615,2024-05-29 07:04:33.711000+00:00,"Phelan, BC",6224.0,1677783
CCBX0000071312,2024-05-30 13:59:29.400000+00:00,"Phelan, BC",6270.0,1682923
CCBX0000072773,2024-05-30 22:26:22.531000+00:00,"Phelan, BC",6221.0,1684264
DOWX0000060084,2024-05-30 22:26:22.531000+00:00,"Phelan, BC",6241.0,1684264
CCBX0000072321,2024-05-30 22:26:22.531000+00:00,"Phelan, BC",6221.0,1684264
AOKX0000091327,2024-05-30 22:26:22.531000+00:00,"Phelan, BC",6250.0,1684264
AOKX0000091169,2024-05-30 22:26:22.531000+00:00,"Phelan, BC",6250.0,1684264
DOWX0000068880,2024-05-30 22:26:22.531000+00:00,"Phelan, BC",6224.0,1684264
CCBX0000072488,2024-05-30 22:26:22.531000+00:00,"Phelan, BC",6221.0,1684264
DOWX0000068341,2024-05-30 22:26:22.531000+00:00,"Phelan, BC",6200.0,1684264
DOWX0000060637,2024-05-30 22:26:22.531000+00:00,"Phelan, BC",6241.0,1684264
CCBX0000071506,2024-05-30 22:26:22.531000+00:00,"Phelan, BC",6221.0,1684264
TILX0000638009,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000638279,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000638763,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000638189,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000637670,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
SHPX0000464439,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6224.0,1685908
TILX0000636245,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000638915,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
SHPX0000464487,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6224.0,1685908
TILX0000638039,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000637992,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000638224,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000636197,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000650426,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000636187,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000636793,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000639380,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000638204,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000639432,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
CRDX0000015101,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6300.0,1685908
TILX0000637984,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000638275,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000650432,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000642458,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000637919,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000639337,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000636264,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000637775,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
CRDX0000015188,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000650487,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000637448,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000638597,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000638271,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
TILX0000638029,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
CRDX0000015082,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6300.0,1685908
TILX0000636165,2024-05-31 08:34:51.171000+00:00,"Terrace, BC",6351.0,1685908
