car_id,detection_time,date,direction,sensor
PROX0000044995,2025-11-15T01:59:57.129Z,2025-11-15,Southbound,"Kevin, MT"
CTCX0000732043,2025-11-15T01:59:57.129Z,2025-11-15,Southbound,"Kevin, MT"
CTCX0000303129,2025-11-15T01:59:57.129Z,2025-11-15,Southbound,"Kevin, MT"
TILX0000355457,2025-11-15T01:59:57.129Z,2025-11-15,Southbound,"Kevin, MT"
CTCX0000730052,2025-11-15T06:32:40.867Z,2025-11-15,Eastbound,"Waldeck, SK"
PROX0000045256,2025-11-15T06:32:40.867Z,2025-11-15,Eastbound,"Waldeck, SK"
UTLX0000212879,2025-11-15T06:32:40.867Z,2025-11-15,Eastbound,"Waldeck, SK"
TILX0000355498,2025-11-15T06:32:40.867Z,2025-11-15,Eastbound,"Waldeck, SK"
TILX0000355437,2025-11-15T10:57:33.869Z,2025-11-15,Westbound,"Brooks, AB"
NATX0000303114,2025-11-15T10:57:33.869Z,2025-11-15,Westbound,"Brooks, AB"
GATX0000214403,2025-11-15T10:57:33.869Z,2025-11-15,Westbound,"Brooks, AB"
PROX0000044745,2025-11-15T10:57:33.869Z,2025-11-15,Westbound,"Brooks, AB"
GATX0000214495,2025-11-15T10:57:33.869Z,2025-11-15,Westbound,"Brooks, AB"
CTCX0000300561,2025-11-15T10:57:33.869Z,2025-11-15,Westbound,"Brooks, AB"
NATX0000303063,2025-11-15T10:57:33.869Z,2025-11-15,Westbound,"Brooks, AB"
PROX0000048652,2025-11-15T10:57:33.869Z,2025-11-15,Westbound,"Brooks, AB"
NATX0000303010,2025-11-15T10:57:33.869Z,2025-11-15,Westbound,"Brooks, AB"
TIMX0000350034,2025-11-15T12:44:36.797Z,2025-11-15,Eastbound,"Waldeck, SK"
PROX0000048661,2025-11-15T20:59:31.099Z,2025-11-15,Westbound,"Coalhurst, AB"
CTCX0000730789,2025-11-16T01:38:04.831Z,2025-11-16,Southbound,"Kevin, MT"
PROX0000045243,2025-11-16T01:38:04.831Z,2025-11-16,Southbound,"Kevin, MT"
NONE,2025-11-16T03:53:27.481Z,2025-11-16,Eastbound,"Waldeck, SK"
PROX0000044714,2025-11-16T05:38:48.161Z,2025-11-16,Eastbound,"Waldeck, SK"
NATX0000303074,2025-11-16T05:38:48.161Z,2025-11-16,Eastbound,"Waldeck, SK"
CTCX0000732664,2025-11-16T05:38:48.161Z,2025-11-16,Eastbound,"Waldeck, SK"
PROX0000048726,2025-11-16T10:13:22.342Z,2025-11-16,Eastbound,"Waldeck, SK"
CTCX0000300548,2025-11-16T10:13:22.342Z,2025-11-16,Eastbound,"Waldeck, SK"
CTCX0000732653,2025-11-16T11:51:33.702Z,2025-11-16,Eastbound,"Waldeck, SK"
PROX0000048710,2025-11-16T15:26:22.581Z,2025-11-16,Westbound,"Brooks, AB"
CTCX0000731836,2025-11-16T15:26:22.581Z,2025-11-16,Westbound,"Brooks, AB"
PROX0000047300,2025-11-16T15:26:22.581Z,2025-11-16,Westbound,"Brooks, AB"
TILX0000355543,2025-11-16T15:26:22.581Z,2025-11-16,Westbound,"Brooks, AB"
CTCX0000300291,2025-11-16T15:26:22.581Z,2025-11-16,Westbound,"Brooks, AB"
GATX0000214408,2025-11-16T15:26:22.581Z,2025-11-16,Westbound,"Brooks, AB"
PROX0000043471,2025-11-16T22:11:31.679Z,2025-11-16,Westbound,"Coalhurst, AB"
CTCX0000732639,2025-11-16T22:11:31.679Z,2025-11-16,Westbound,"Coalhurst, AB"
CTCX0000300454,2025-11-17T05:08:54.410Z,2025-11-17,Eastbound,"Waldeck, SK"
CTCX0000303125,2025-11-17T05:08:54.410Z,2025-11-17,Eastbound,"Waldeck, SK"
PROX0000044214,2025-11-17T05:08:54.410Z,2025-11-17,Eastbound,"Waldeck, SK"
CTCX0000732719,2025-11-17T07:56:20.497Z,2025-11-17,Westbound,"Brooks, AB"
CTCX0000208838,2025-11-17T07:56:20.497Z,2025-11-17,Westbound,"Brooks, AB"
PROX0000041352,2025-11-17T07:56:20.497Z,2025-11-17,Westbound,"Brooks, AB"
PROX0000045242,2025-11-17T08:01:40.538Z,2025-11-17,Eastbound,"Waldeck, SK"
UTLX0000205464,2025-11-17T08:01:40.538Z,2025-11-17,Eastbound,"Waldeck, SK"
GATX0000214499,2025-11-18T00:02:57.401Z,2025-11-18,Westbound,"Coalhurst, AB"
CTCX0000300911,2025-11-18T00:02:57.401Z,2025-11-18,Westbound,"Coalhurst, AB"
UTLX0000206733,2025-11-18T02:56:01.862Z,2025-11-18,Eastbound,"Waldeck, SK"
NATX0000310318,2025-11-18T02:56:01.862Z,2025-11-18,Eastbound,"Waldeck, SK"
TILX0000355430,2025-11-18T02:56:01.862Z,2025-11-18,Eastbound,"Waldeck, SK"
NATX0000302979,2025-11-18T02:56:01.862Z,2025-11-18,Eastbound,"Waldeck, SK"
TILX0000355371,2025-11-18T02:56:01.862Z,2025-11-18,Eastbound,"Waldeck, SK"
CTCX0000732601,2025-11-18T02:56:01.862Z,2025-11-18,Eastbound,"Waldeck, SK"
PROX0000045792,2025-11-18T02:56:01.862Z,2025-11-18,Eastbound,"Waldeck, SK"
NATX0000303056,2025-11-18T02:56:01.862Z,2025-11-18,Eastbound,"Waldeck, SK"
PROX0000045512,2025-11-18T02:56:01.862Z,2025-11-18,Eastbound,"Waldeck, SK"
NATX0000303103,2025-11-18T02:56:01.862Z,2025-11-18,Eastbound,"Waldeck, SK"
CTCX0000303136,2025-11-18T02:56:01.862Z,2025-11-18,Eastbound,"Waldeck, SK"
CTCX0000300461,2025-11-18T05:32:11.694Z,2025-11-18,Southbound,"Kevin, MT"
CITX0000220112,2025-11-18T05:32:11.694Z,2025-11-18,Southbound,"Kevin, MT"
CTCX0000300451,2025-11-18T05:32:11.694Z,2025-11-18,Southbound,"Kevin, MT"
NATX0000364464,2025-11-18T05:32:11.694Z,2025-11-18,Southbound,"Kevin, MT"
CITX0000221110,2025-11-18T05:32:11.694Z,2025-11-18,Southbound,"Kevin, MT"
PROX0000045246,2025-11-18T05:32:11.694Z,2025-11-18,Southbound,"Kevin, MT"
CTCX0000731792,2025-11-18T05:32:11.694Z,2025-11-18,Southbound,"Kevin, MT"
PROX0000047276,2025-11-18T08:45:55.474Z,2025-11-18,Eastbound,"Waldeck, SK"
TILX0000355593,2025-11-18T08:45:55.474Z,2025-11-18,Eastbound,"Waldeck, SK"
NATX0000302949,2025-11-18T22:44:32.217Z,2025-11-18,Westbound,"Coalhurst, AB"
GATX0000214472,2025-11-18T22:44:32.217Z,2025-11-18,Westbound,"Coalhurst, AB"
PROX0000044225,2025-11-18T22:51:52.551Z,2025-11-18,Westbound,"Brooks, AB"
PROX0000044417,2025-11-18T22:51:52.551Z,2025-11-18,Westbound,"Brooks, AB"
PROX0000043478,2025-11-19T02:26:30.185Z,2025-11-19,Westbound,"Coalhurst, AB"
CTCX0000732481,2025-11-19T02:26:30.185Z,2025-11-19,Westbound,"Coalhurst, AB"
PROX0000048685,2025-11-19T02:26:30.185Z,2025-11-19,Westbound,"Coalhurst, AB"
TILX0000355374,2025-11-19T02:26:30.185Z,2025-11-19,Westbound,"Coalhurst, AB"
NONE,2025-11-19T02:26:30.185Z,2025-11-19,Westbound,"Coalhurst, AB"
GATX0000214491,2025-11-19T02:26:30.185Z,2025-11-19,Westbound,"Coalhurst, AB"
CTCX0000730046,2025-11-19T02:26:30.185Z,2025-11-19,Westbound,"Coalhurst, AB"
CTCX0000732807,2025-11-19T02:26:30.185Z,2025-11-19,Westbound,"Coalhurst, AB"
CTCX0000300915,2025-11-19T02:26:30.185Z,2025-11-19,Westbound,"Coalhurst, AB"
TILX0000355589,2025-11-19T02:26:30.185Z,2025-11-19,Westbound,"Coalhurst, AB"
PROX0000045911,2025-11-19T02:26:30.185Z,2025-11-19,Westbound,"Coalhurst, AB"
CTCX0000303325,2025-11-19T02:26:30.185Z,2025-11-19,Westbound,"Coalhurst, AB"
PROX0000048660,2025-11-19T03:21:37.965Z,2025-11-19,Westbound,"Brooks, AB"
CTCX0000300463,2025-11-19T03:21:37.965Z,2025-11-19,Westbound,"Brooks, AB"
NATX0000303581,2025-11-19T03:21:37.965Z,2025-11-19,Westbound,"Brooks, AB"
CTCX0000732120,2025-11-19T03:21:37.965Z,2025-11-19,Westbound,"Brooks, AB"
NATX0000302964,2025-11-19T03:21:37.965Z,2025-11-19,Westbound,"Brooks, AB"
NONE,2025-11-19T03:21:37.965Z,2025-11-19,Westbound,"Brooks, AB"
NATX0000303140,2025-11-19T03:21:37.965Z,2025-11-19,Westbound,"Brooks, AB"
PROX0000047265,2025-11-19T05:30:26.308Z,2025-11-19,Eastbound,"Waldeck, SK"
CTCX0000303322,2025-11-19T05:30:26.308Z,2025-11-19,Eastbound,"Waldeck, SK"
PROX0000044474,2025-11-19T05:30:26.308Z,2025-11-19,Eastbound,"Waldeck, SK"
CTCX0000300465,2025-11-19T07:40:51.715Z,2025-11-19,Eastbound,"Waldeck, SK"
TILX0000355473,2025-11-19T20:28:49.139Z,2025-11-19,Eastbound,"Waldeck, SK"
CITX0000221120,2025-11-19T23:46:51.215Z,2025-11-19,Westbound,"Brooks, AB"
CTCX0000301116,2025-11-19T23:46:51.215Z,2025-11-19,Westbound,"Brooks, AB"
TILX0000355392,2025-11-19T23:46:51.215Z,2025-11-19,Westbound,"Brooks, AB"
NATX0000302932,2025-11-19T23:46:51.215Z,2025-11-19,Westbound,"Brooks, AB"
NATX0000302984,2025-11-19T23:46:51.215Z,2025-11-19,Westbound,"Brooks, AB"
NATX0000303641,2025-11-19T23:46:51.215Z,2025-11-19,Westbound,"Brooks, AB"
NATX0000302970,2025-11-19T23:46:51.215Z,2025-11-19,Westbound,"Brooks, AB"
PROX0000044759,2025-11-20T02:37:37.718Z,2025-11-20,Eastbound,"Waldeck, SK"
CITX0000220221,2025-11-20T20:47:09.716Z,2025-11-20,Westbound,"Coalhurst, AB"
CTCX0000732707,2025-11-20T20:47:09.716Z,2025-11-20,Westbound,"Coalhurst, AB"
NATX0000302913,2025-11-20T20:47:09.716Z,2025-11-20,Westbound,"Coalhurst, AB"
TILX0000355408,2025-11-20T20:56:31.116Z,2025-11-20,Westbound,"Coalhurst, AB"
PROX0000044487,2025-11-21T01:18:58.648Z,2025-11-21,Westbound,"Coalhurst, AB"
CTCX0000732641,2025-11-21T01:18:58.648Z,2025-11-21,Westbound,"Coalhurst, AB"
FURX0000160061,2025-11-21T01:18:58.648Z,2025-11-21,Westbound,"Coalhurst, AB"
GATX0000214471,2025-11-21T01:18:58.648Z,2025-11-21,Westbound,"Coalhurst, AB"
CTCX0000301560,2025-11-21T01:18:58.648Z,2025-11-21,Westbound,"Coalhurst, AB"
CTCX0000300258,2025-11-21T01:18:58.648Z,2025-11-21,Westbound,"Coalhurst, AB"
CTCX0000732193,2025-11-21T01:18:58.648Z,2025-11-21,Westbound,"Coalhurst, AB"
PROX0000044475,2025-11-21T02:39:27.646Z,2025-11-21,Eastbound,"Waldeck, SK"
TILX0000355640,2025-11-21T02:39:27.646Z,2025-11-21,Eastbound,"Waldeck, SK"
GATX0000214418,2025-11-21T02:39:27.646Z,2025-11-21,Eastbound,"Waldeck, SK"
CTCX0000300527,2025-11-21T02:39:27.646Z,2025-11-21,Eastbound,"Waldeck, SK"
CTCX0000732741,2025-11-21T05:55:52.052Z,2025-11-21,Eastbound,"Waldeck, SK"
PROX0000044596,2025-11-21T05:55:52.052Z,2025-11-21,Eastbound,"Waldeck, SK"
PROX0000044518,2025-11-21T05:55:52.052Z,2025-11-21,Eastbound,"Waldeck, SK"
NONE,2025-11-21T08:53:08.951Z,2025-11-21,Westbound,"Brooks, AB"
TIMX0000350033,2025-11-21T08:53:08.951Z,2025-11-21,Westbound,"Brooks, AB"
CBTX0000739083,2025-11-21T12:21:25.014Z,2025-11-21,Eastbound,"Waldeck, SK"
TILX0000355374,2025-11-21T16:34:48.341Z,2025-11-21,Southbound,"Kevin, MT"
TILX0000355589,2025-11-21T16:34:48.341Z,2025-11-21,Southbound,"Kevin, MT"
CTCX0000732481,2025-11-21T16:34:48.341Z,2025-11-21,Southbound,"Kevin, MT"
GATX0000214478,2025-11-21T16:34:48.341Z,2025-11-21,Southbound,"Kevin, MT"
CTCX0000303325,2025-11-21T16:34:48.341Z,2025-11-21,Southbound,"Kevin, MT"
CTCX0000732807,2025-11-21T16:34:48.341Z,2025-11-21,Southbound,"Kevin, MT"
PROX0000043478,2025-11-21T16:34:48.341Z,2025-11-21,Southbound,"Kevin, MT"
PROX0000048685,2025-11-21T16:34:48.341Z,2025-11-21,Southbound,"Kevin, MT"
CTCX0000730046,2025-11-21T16:34:48.341Z,2025-11-21,Southbound,"Kevin, MT"
PROX0000045911,2025-11-21T16:34:48.341Z,2025-11-21,Southbound,"Kevin, MT"
NONE,2025-11-21T17:59:27.070Z,2025-11-21,Eastbound,"Waldeck, SK"
PROX0000043479,2025-11-21T17:59:27.070Z,2025-11-21,Eastbound,"Waldeck, SK"
CTCX0000301839,2025-11-21T19:42:51.250Z,2025-11-21,Westbound,"Coalhurst, AB"
CTCX0000732040,2025-11-21T19:42:51.250Z,2025-11-21,Westbound,"Coalhurst, AB"
CTCX0000303138,2025-11-21T19:42:51.250Z,2025-11-21,Westbound,"Coalhurst, AB"
GATX0000214461,2025-11-21T19:42:51.250Z,2025-11-21,Westbound,"Coalhurst, AB"
NATX0000303243,2025-11-21T19:42:51.250Z,2025-11-21,Westbound,"Coalhurst, AB"
PROX0000045849,2025-11-21T19:42:51.250Z,2025-11-21,Westbound,"Coalhurst, AB"
PROX0000044558,2025-11-22T02:28:01.117Z,2025-11-22,Westbound,"Brooks, AB"
NATX0000302911,2025-11-22T02:28:01.117Z,2025-11-22,Westbound,"Brooks, AB"
PROX0000047156,2025-11-22T02:28:01.117Z,2025-11-22,Westbound,"Brooks, AB"
PROX0000044540,2025-11-22T02:28:01.117Z,2025-11-22,Westbound,"Brooks, AB"
CTCX0000303102,2025-11-22T02:28:01.117Z,2025-11-22,Westbound,"Brooks, AB"
TILX0000355384,2025-11-22T02:28:01.117Z,2025-11-22,Westbound,"Brooks, AB"
PROX0000041363,2025-11-22T02:28:01.117Z,2025-11-22,Westbound,"Brooks, AB"
CTCX0000731949,2025-11-22T02:28:01.117Z,2025-11-22,Westbound,"Brooks, AB"
PROX0000045240,2025-11-22T02:28:01.117Z,2025-11-22,Westbound,"Brooks, AB"
GATX0000214414,2025-11-22T02:28:01.117Z,2025-11-22,Westbound,"Brooks, AB"
CTCX0000208854,2025-11-22T02:28:01.117Z,2025-11-22,Westbound,"Brooks, AB"
PROX0000044642,2025-11-22T02:28:01.117Z,2025-11-22,Westbound,"Brooks, AB"
TILX0000355519,2025-11-22T02:28:01.117Z,2025-11-22,Westbound,"Brooks, AB"
TILX0000355234,2025-11-22T02:28:01.117Z,2025-11-22,Westbound,"Brooks, AB"
CTCX0000730050,2025-11-22T19:22:09.657Z,2025-11-22,Eastbound,"Waldeck, SK"
PROX0000044423,2025-11-22T19:22:09.657Z,2025-11-22,Eastbound,"Waldeck, SK"
PROX0000043476,2025-11-22T21:28:41.171Z,2025-11-22,Westbound,"Coalhurst, AB"
CTCX0000732624,2025-11-22T21:28:41.171Z,2025-11-22,Westbound,"Coalhurst, AB"
TILX0000355416,2025-11-22T21:28:41.171Z,2025-11-22,Westbound,"Coalhurst, AB"
GATX0000214465,2025-11-22T21:28:41.171Z,2025-11-22,Westbound,"Coalhurst, AB"
CTCX0000301359,2025-11-22T21:28:41.171Z,2025-11-22,Westbound,"Coalhurst, AB"
PROX0000044129,2025-11-22T23:11:35.446Z,2025-11-22,Eastbound,"Waldeck, SK"
PROX0000044422,2025-11-22T23:11:35.446Z,2025-11-22,Eastbound,"Waldeck, SK"
PROX0000044413,2025-11-22T23:11:35.446Z,2025-11-22,Eastbound,"Waldeck, SK"
NATX0000302963,2025-11-22T23:56:05.471Z,2025-11-22,Westbound,"Coalhurst, AB"
CTCX0000731410,2025-11-23T01:04:38.629Z,2025-11-23,Eastbound,"Waldeck, SK"
CTCX0000732193,2025-11-23T04:15:36.036Z,2025-11-23,Southbound,"Kevin, MT"
FURX0000160061,2025-11-23T04:15:36.036Z,2025-11-23,Southbound,"Kevin, MT"
GATX0000214471,2025-11-23T04:15:36.036Z,2025-11-23,Southbound,"Kevin, MT"
CTCX0000301560,2025-11-23T04:15:36.036Z,2025-11-23,Southbound,"Kevin, MT"
CTCX0000300258,2025-11-23T04:15:36.036Z,2025-11-23,Southbound,"Kevin, MT"
PROX0000044487,2025-11-23T04:15:36.036Z,2025-11-23,Southbound,"Kevin, MT"
CTCX0000300455,2025-11-23T20:49:12.299Z,2025-11-23,Westbound,"Coalhurst, AB"
PROX0000047272,2025-11-24T00:26:38.609Z,2025-11-24,Westbound,"Coalhurst, AB"
CTCX0000731659,2025-11-24T00:26:38.609Z,2025-11-24,Westbound,"Coalhurst, AB"
PROX0000044493,2025-11-24T01:21:04.926Z,2025-11-24,Westbound,"Brooks, AB"
PROX0000044520,2025-11-24T09:44:38.294Z,2025-11-24,Eastbound,"Waldeck, SK"
CGTX0000031035,2025-11-24T09:44:38.294Z,2025-11-24,Eastbound,"Waldeck, SK"
TILX0000355479,2025-11-24T09:44:38.294Z,2025-11-24,Eastbound,"Waldeck, SK"
PROX0000044684,2025-11-24T09:44:38.294Z,2025-11-24,Eastbound,"Waldeck, SK"
TILX0000355631,2025-11-24T09:44:38.294Z,2025-11-24,Eastbound,"Waldeck, SK"
PROX0000047298,2025-11-24T09:44:38.294Z,2025-11-24,Eastbound,"Waldeck, SK"
CTCX0000300540,2025-11-24T09:44:38.294Z,2025-11-24,Eastbound,"Waldeck, SK"
CTCX0000300446,2025-11-24T22:02:52Z,2025-11-24,Westbound,"Coalhurst, AB"
PROX0000045209,2025-11-24T22:02:52Z,2025-11-24,Westbound,"Coalhurst, AB"
CTCX0000301540,2025-11-24T22:02:52Z,2025-11-24,Westbound,"Coalhurst, AB"
PROX0000045741,2025-11-24T22:02:52Z,2025-11-24,Westbound,"Coalhurst, AB"
CTCX0000303105,2025-11-25T05:49:45.314Z,2025-11-25,Westbound,"Coalhurst, AB"
PROX0000043899,2025-11-25T05:49:45.314Z,2025-11-25,Westbound,"Coalhurst, AB"
NATX0000303034,2025-11-25T05:49:45.314Z,2025-11-25,Westbound,"Coalhurst, AB"
CTCX0000303114,2025-11-25T05:49:45.314Z,2025-11-25,Westbound,"Coalhurst, AB"
NATX0000302738,2025-11-25T05:49:45.314Z,2025-11-25,Westbound,"Coalhurst, AB"
GATX0000214496,2025-11-25T05:49:45.314Z,2025-11-25,Westbound,"Coalhurst, AB"
PROX0000048659,2025-11-25T09:32:43.108Z,2025-11-25,Eastbound,"Waldeck, SK"
CTCX0000303089,2025-11-25T15:14:03.266Z,2025-11-25,Eastbound,"Waldeck, SK"
PROX0000041374,2025-11-26T02:12:01.610Z,2025-11-26,Westbound,"Coalhurst, AB"
TILX0000355458,2025-11-26T02:12:01.610Z,2025-11-26,Westbound,"Coalhurst, AB"
TILX0000355402,2025-11-26T02:12:01.610Z,2025-11-26,Westbound,"Coalhurst, AB"
TILX0000355391,2025-11-26T02:12:01.610Z,2025-11-26,Westbound,"Coalhurst, AB"
PROX0000045545,2025-11-26T02:12:01.610Z,2025-11-26,Westbound,"Coalhurst, AB"
CTCX0000300402,2025-11-26T04:10:07.685Z,2025-11-26,Eastbound,"Waldeck, SK"
NATX0000302213,2025-11-26T04:16:30.962Z,2025-11-26,Westbound,"Brooks, AB"
PROX0000045216,2025-11-26T04:16:30.962Z,2025-11-26,Westbound,"Brooks, AB"
GATX0000214437,2025-11-26T05:11:21.904Z,2025-11-26,Eastbound,"Waldeck, SK"
NATX0000303143,2025-11-26T05:11:21.904Z,2025-11-26,Eastbound,"Waldeck, SK"
CTCX0000731956,2025-11-26T21:36:16.350Z,2025-11-26,Westbound,"Coalhurst, AB"
PROX0000044519,2025-11-27T00:10:13.899Z,2025-11-27,Westbound,"Brooks, AB"
CTCX0000732833,2025-11-27T01:39:03.831Z,2025-11-27,Westbound,"Coalhurst, AB"
NATX0000303554,2025-11-27T01:39:03.831Z,2025-11-27,Westbound,"Coalhurst, AB"
CTCX0000732189,2025-11-27T01:39:03.831Z,2025-11-27,Westbound,"Coalhurst, AB"
CTCX0000732639,2025-11-27T01:39:03.831Z,2025-11-27,Westbound,"Coalhurst, AB"
GATX0000214496,2025-11-27T05:53:39.203Z,2025-11-27,Southbound,"Kevin, MT"
NATX0000303034,2025-11-27T05:53:39.203Z,2025-11-27,Southbound,"Kevin, MT"
PROX0000047272,2025-11-27T05:53:39.203Z,2025-11-27,Southbound,"Kevin, MT"
CTCX0000731659,2025-11-27T05:53:39.203Z,2025-11-27,Southbound,"Kevin, MT"
PROX0000043899,2025-11-27T05:53:39.203Z,2025-11-27,Southbound,"Kevin, MT"
CTCX0000303114,2025-11-27T05:53:39.203Z,2025-11-27,Southbound,"Kevin, MT"
CTCX0000303105,2025-11-27T05:53:39.203Z,2025-11-27,Southbound,"Kevin, MT"
PROX0000047295,2025-11-27T09:16:39.321Z,2025-11-27,Westbound,"Brooks, AB"
TILX0000355532,2025-11-27T22:04:14.254Z,2025-11-27,Westbound,"Coalhurst, AB"
TILX0000355552,2025-11-27T22:04:14.254Z,2025-11-27,Westbound,"Coalhurst, AB"
PROX0000044869,2025-11-28T06:29:42.945Z,2025-11-28,Eastbound,"Waldeck, SK"
PROX0000045051,2025-11-28T07:47:13.799Z,2025-11-28,Eastbound,"Waldeck, SK"
PROX0000045503,2025-11-28T07:47:13.799Z,2025-11-28,Eastbound,"Waldeck, SK"
TILX0000355278,2025-11-28T12:24:11.596Z,2025-11-28,Westbound,"Brooks, AB"
PROX0000044742,2025-11-28T12:24:11.596Z,2025-11-28,Westbound,"Brooks, AB"
TILX0000355563,2025-11-28T12:24:11.596Z,2025-11-28,Westbound,"Brooks, AB"
CTCX0000732627,2025-11-28T12:24:11.596Z,2025-11-28,Westbound,"Brooks, AB"
TILX0000355500,2025-11-28T12:24:11.596Z,2025-11-28,Westbound,"Brooks, AB"
NONE,2025-11-28T12:24:11.596Z,2025-11-28,Westbound,"Brooks, AB"
UTLX0000206752,2025-11-28T12:24:11.596Z,2025-11-28,Westbound,"Brooks, AB"
PROX0000048700,2025-11-28T12:24:11.596Z,2025-11-28,Westbound,"Brooks, AB"
TILX0000355535,2025-11-28T12:24:11.596Z,2025-11-28,Westbound,"Brooks, AB"
GATX0000214442,2025-11-28T12:24:11.596Z,2025-11-28,Westbound,"Brooks, AB"
CTCX0000731932,2025-11-28T12:24:11.596Z,2025-11-28,Westbound,"Brooks, AB"
GATX0000214472,2025-11-28T12:24:11.596Z,2025-11-28,Westbound,"Brooks, AB"
CTCX0000300333,2025-11-28T12:24:11.596Z,2025-11-28,Westbound,"Brooks, AB"
CTCX0000300279,2025-11-28T12:24:11.596Z,2025-11-28,Westbound,"Brooks, AB"
CTCX0000303873,2025-11-28T13:02:28.219Z,2025-11-28,Eastbound,"Waldeck, SK"
CTCX0000732071,2025-11-28T13:02:28.219Z,2025-11-28,Eastbound,"Waldeck, SK"
UTLX0000207091,2025-11-29T00:17:31.124Z,2025-11-29,Westbound,"Coalhurst, AB"
TILX0000355541,2025-11-29T00:17:31.124Z,2025-11-29,Westbound,"Coalhurst, AB"
CTCX0000732125,2025-11-29T00:17:31.124Z,2025-11-29,Westbound,"Coalhurst, AB"
NONE,2025-11-29T00:17:31.124Z,2025-11-29,Westbound,"Coalhurst, AB"
PROX0000043835,2025-11-29T00:17:31.124Z,2025-11-29,Westbound,"Coalhurst, AB"
CTCX0000300526,2025-11-29T00:17:31.124Z,2025-11-29,Westbound,"Coalhurst, AB"
TILX0000355408,2025-11-29T00:17:31.124Z,2025-11-29,Westbound,"Coalhurst, AB"
CITX0000220221,2025-11-29T00:17:31.124Z,2025-11-29,Westbound,"Coalhurst, AB"
CTCX0000732107,2025-11-29T00:17:31.124Z,2025-11-29,Westbound,"Coalhurst, AB"
NATX0000303036,2025-11-29T00:17:31.124Z,2025-11-29,Westbound,"Coalhurst, AB"
CTCX0000300907,2025-11-29T00:17:31.124Z,2025-11-29,Westbound,"Coalhurst, AB"
GATX0000214441,2025-11-29T00:17:31.124Z,2025-11-29,Westbound,"Coalhurst, AB"
CTCX0000732631,2025-11-29T00:17:31.124Z,2025-11-29,Westbound,"Coalhurst, AB"
NONE,2025-11-29T00:21:26.165Z,2025-11-29,Westbound,"Brooks, AB"
PROX0000044568,2025-11-29T00:21:26.165Z,2025-11-29,Westbound,"Brooks, AB"
PROX0000044488,2025-11-29T00:21:26.165Z,2025-11-29,Westbound,"Brooks, AB"
PROX0000044429,2025-11-29T00:50:50.530Z,2025-11-29,Westbound,"Coalhurst, AB"
PROX0000048668,2025-11-29T00:50:50.530Z,2025-11-29,Westbound,"Coalhurst, AB"
TILX0000355507,2025-11-29T00:50:50.530Z,2025-11-29,Westbound,"Coalhurst, AB"
PROX0000043472,2025-11-29T00:50:50.530Z,2025-11-29,Westbound,"Coalhurst, AB"
TILX0000355555,2025-11-29T02:11:38.451Z,2025-11-29,Southbound,"Kevin, MT"
CTCX0000300545,2025-11-29T02:11:38.451Z,2025-11-29,Southbound,"Kevin, MT"
PROX0000047323,2025-11-29T02:11:38.451Z,2025-11-29,Southbound,"Kevin, MT"
NONE,2025-11-29T02:11:38.451Z,2025-11-29,Southbound,"Kevin, MT"
GATX0000214451,2025-11-29T02:11:38.451Z,2025-11-29,Southbound,"Kevin, MT"
TILX0000355402,2025-11-29T02:11:38.451Z,2025-11-29,Southbound,"Kevin, MT"
TILX0000355391,2025-11-29T02:11:38.451Z,2025-11-29,Southbound,"Kevin, MT"
TILX0000355613,2025-11-29T02:11:38.451Z,2025-11-29,Southbound,"Kevin, MT"
CTCX0000731784,2025-11-29T02:11:38.451Z,2025-11-29,Southbound,"Kevin, MT"
TILX0000355422,2025-11-29T02:11:38.451Z,2025-11-29,Southbound,"Kevin, MT"
PROX0000045209,2025-11-29T05:57:42.329Z,2025-11-29,Eastbound,"Waldeck, SK"
CTCX0000732523,2025-11-29T10:08:31.142Z,2025-11-29,Eastbound,"Waldeck, SK"
CTCX0000732186,2025-11-29T10:08:31.142Z,2025-11-29,Eastbound,"Waldeck, SK"
CTCX0000730998,2025-11-29T10:08:31.142Z,2025-11-29,Eastbound,"Waldeck, SK"
CTCX0000732465,2025-11-29T10:08:31.142Z,2025-11-29,Eastbound,"Waldeck, SK"
PROX0000045124,2025-11-29T10:55:46.661Z,2025-11-29,Westbound,"Brooks, AB"
NATX0000302913,2025-11-29T10:55:46.661Z,2025-11-29,Westbound,"Brooks, AB"
TILX0000355247,2025-11-29T10:55:46.661Z,2025-11-29,Westbound,"Brooks, AB"
CTCX0000303183,2025-11-29T10:55:46.661Z,2025-11-29,Westbound,"Brooks, AB"
CTCX0000300281,2025-11-29T10:55:46.661Z,2025-11-29,Westbound,"Brooks, AB"
CTCX0000300223,2025-11-29T10:55:46.661Z,2025-11-29,Westbound,"Brooks, AB"
CTCX0000732707,2025-11-29T10:55:46.661Z,2025-11-29,Westbound,"Brooks, AB"
CTCX0000302162,2025-11-29T10:55:46.661Z,2025-11-29,Westbound,"Brooks, AB"
CTCX0000300445,2025-11-29T16:49:35.748Z,2025-11-29,Eastbound,"Waldeck, SK"
CTCX0000732701,2025-11-29T16:49:35.748Z,2025-11-29,Eastbound,"Waldeck, SK"
CTCX0000732713,2025-11-29T16:49:35.748Z,2025-11-29,Eastbound,"Waldeck, SK"
NATX0000310552,2025-11-30T02:34:01.211Z,2025-11-30,Westbound,"Coalhurst, AB"
GATX0000214475,2025-11-30T02:34:01.211Z,2025-11-30,Westbound,"Coalhurst, AB"
