date,car_count,filled_count,un1170_count,un1987_count,total_gallons,un1170_gallons,un1987_gallons,total_barrels,un1170_barrels,un1987_barrels,car_count_7d_avg,car_count_14d_avg,car_count_30d_avg,un1170_count_7d_avg,un1170_count_14d_avg,un1170_count_30d_avg,un1987_count_7d_avg,un1987_count_14d_avg,un1987_count_30d_avg,total_gallons_7d_avg,total_gallons_14d_avg,total_gallons_30d_avg,un1170_gallons_7d_avg,un1170_gallons_14d_avg,un1170_gallons_30d_avg,un1987_gallons_7d_avg,un1987_gallons_14d_avg,un1987_gallons_30d_avg,total_barrels_7d_avg,total_barrels_14d_avg,total_barrels_30d_avg,un1170_barrels_7d_avg,un1170_barrels_14d_avg,un1170_barrels_30d_avg,un1987_barrels_7d_avg,un1987_barrels_14d_avg,un1987_barrels_30d_avg
2026-01-11,861,47,57,809,26262520.0,1631121.0,24631399.0,625298.1,38836.21,586461.88,683.29,688.29,619.33,34.86,26.21,23.47,653.43,667.21,600.97,20893430.29,21046004.71,18948762.07,1011301.86,756834.36,684785.27,19882128.43,20289170.36,18263976.8,497462.63,501095.35,451161.0,24078.61,18019.86,16304.41,473384.01,483075.48,434856.59
2026-01-12,1027,19,36,997,31248967.0,985860.0,30263107.0,744023.02,23472.86,720550.17,781.43,724.86,628.4,38.57,28.0,24.13,748.0,702.0,609.37,23855248.14,22147356.93,19220960.13,1109386.14,803554.36,701626.5,22745862.0,21343802.57,18519333.63,567982.1,527318.02,457641.91,26413.95,19132.25,16705.39,541568.14,508185.77,440936.51
2026-01-13,462,24,34,433,14129337.0,1005879.0,13123458.0,336412.79,23949.5,312463.29,750.57,703.14,636.9,40.14,28.71,24.67,715.57,679.57,617.37,22910195.57,21484290.14,19477757.9,1159066.86,824498.79,716857.2,21751128.71,20659791.36,18760900.7,545480.85,511530.72,463756.14,27596.83,19630.92,17068.03,517884.02,491899.79,446688.11
2026-01-14,943,23,27,922,28823320.0,797097.0,28026223.0,686269.52,18978.5,667291.02,745.14,724.79,650.3,36.86,29.5,25.13,713.57,700.5,630.33,22769074.71,22146794.79,19886135.17,1079616.29,850698.36,730709.43,21689458.43,21296096.43,19155425.73,542120.83,527304.64,473479.41,25705.15,20254.72,17397.84,516415.68,507049.91,456081.56
2026-01-15,597,7,24,579,18319983.0,713760.0,17606223.0,436190.07,16994.29,419195.79,737.14,716.93,653.03,33.14,30.29,25.37,709.29,691.93,632.83,22530692.29,21915865.57,19968715.4,968269.86,876020.43,737342.77,21562422.43,21039845.14,19231372.63,536445.06,521806.32,475445.61,23054.04,20857.63,17555.78,513391.01,500948.69,457889.82
2026-01-16,528,1,95,438,16156928.0,2857884.0,13299044.0,384688.76,68044.86,316643.9,707.57,708.5,652.3,40.86,35.86,27.73,672.0,677.86,629.73,21621812.14,21656438.43,19945622.0,1198311.57,1047998.71,809383.57,20423500.57,20608439.71,19136238.43,514805.05,515629.49,474895.76,28531.23,24952.35,19271.04,486273.82,490677.14,455624.72
2026-01-17,607,18,34,578,18606003.0,1022593.0,17583410.0,443000.07,24347.45,418652.62,717.86,708.21,647.9,43.86,36.64,27.17,679.43,676.79,625.9,21935294.0,21651401.29,19815512.97,1287742.0,1073389.71,794112.33,20647552.0,20578011.57,19021400.63,522268.9,515509.56,471797.93,30660.52,25556.9,18907.44,491608.38,489952.66,452890.49
2026-01-18,408,5,10,403,12540661.0,263427.0,12277234.0,298587.17,6272.07,292315.1,653.14,668.21,649.17,37.14,36.0,26.87,621.43,637.43,627.47,19975028.43,20434229.36,19853755.4,1092357.14,1051829.5,783629.73,18882671.29,19382399.86,19070125.67,475595.91,486529.27,472708.46,26008.5,25043.56,18657.85,449587.41,461485.71,454050.61
2026-01-19,404,8,17,392,12400428.0,468058.0,11932370.0,295248.29,11144.24,284104.05,564.14,672.79,646.4,34.43,36.5,26.4,535.0,641.5,625.17,17282380.0,20568814.07,19775261.37,1018385.43,1063885.79,771678.8,16263994.57,19504928.29,19003582.57,411485.24,489733.67,470839.56,24247.27,25330.61,18373.3,387237.97,464403.05,452466.25
2026-01-20,601,28,29,576,18251497.0,781662.0,17469835.0,434559.45,18611.0,415948.45,584.0,667.29,642.9,33.71,36.93,26.8,555.43,635.5,621.2,17871260.0,20390727.79,19660619.17,986354.43,1072710.64,780564.97,16884905.57,19318017.14,18880054.2,425506.19,485493.52,468109.98,23484.63,25540.73,18584.88,402021.56,459952.79,449525.1
2026-01-21,601,6,9,597,18336736.0,229638.0,18107098.0,436588.95,5467.57,431121.38,535.14,640.14,636.93,31.14,34.0,26.57,509.0,611.29,615.43,16373176.57,19571125.64,19477249.8,905288.86,992452.57,771986.43,15467887.71,18578673.07,18705263.37,389837.54,465979.18,463744.04,21554.5,23629.82,18380.63,368283.04,442349.36,445363.41
2026-01-22,689,16,62,633,21019521.0,1767868.0,19251653.0,500464.79,42092.1,458372.69,548.29,642.71,635.67,36.57,34.86,27.57,516.71,613.0,613.17,16758824.86,19644758.57,19435945.6,1055875.71,1012072.79,798777.8,15702949.14,18632685.79,18637167.8,399019.64,467732.35,462760.61,25139.9,24096.97,19018.52,373879.74,443635.38,443742.09
2026-01-23,829,19,45,789,25343189.0,1360530.0,23982659.0,603409.26,32393.57,571015.69,591.29,649.43,648.73,29.43,35.14,28.83,566.86,619.43,624.97,18071147.86,19846480.0,19833120.13,841968.0,1020139.79,838105.8,17229179.86,18826340.21,18995014.33,430265.43,472535.24,472217.15,20046.86,24289.04,19954.9,410218.57,448246.2,452262.25
2026-01-24,489,10,14,480,14938924.0,333705.0,14605219.0,355688.67,7945.36,347743.31,574.43,646.14,657.6,26.57,35.21,29.27,552.86,616.14,633.5,17547279.43,19741286.71,20103024.0,743555.43,1015648.71,848229.3,16803724.0,18725638.0,19254794.7,417792.37,470030.64,478643.43,17703.7,24182.11,20195.94,400088.67,445848.52,458447.49
2026-01-25,366,4,15,357,11303776.0,455170.0,10848606.0,269137.52,10837.38,258300.14,568.43,610.79,656.13,27.29,32.21,29.13,546.29,583.86,632.2,17370581.57,18672805.0,20060702.33,770947.29,931652.21,844522.67,16599634.29,17741152.79,19216179.67,413585.28,444590.6,477635.77,18355.89,22182.2,20107.68,395229.39,422408.4,457528.09
2026-01-26,429,14,30,403,13133869.0,854594.0,12279275.0,312711.17,20347.48,292363.69,572.0,568.07,653.93,29.14,31.79,29.47,547.86,541.43,629.63,17475358.86,17378869.43,19991194.37,826166.71,922276.07,852848.4,16649192.14,16456593.36,19138345.97,416079.97,413782.61,475980.82,19670.64,21958.96,20305.91,396409.34,391823.65,455674.9
2026-01-27,989,13,14,980,30116559.0,332525.0,29784034.0,717060.93,7917.26,709143.67,627.43,605.71,653.5,27.0,30.36,28.73,605.57,580.5,629.93,19170367.71,18520813.86,19977125.47,762004.29,874179.36,827531.03,18408363.43,17646634.5,19149594.43,456437.33,440971.76,475645.85,18142.96,20813.8,19703.12,438294.37,420157.96,455942.72
2026-01-28,458,2,6,457,14010422.0,182650.0,13827772.0,333581.48,4348.81,329232.67,607.0,571.07,651.6,26.57,28.86,28.57,585.57,547.29,628.17,18552322.86,17462749.71,19916471.67,755291.71,830290.29,822560.03,17797031.14,16632459.43,19093911.63,441721.97,415779.76,474201.71,17983.14,19768.82,19584.76,423738.84,396010.94,454616.94
2026-01-29,633,5,17,621,19304898.0,484091.0,18820807.0,459640.43,11525.98,448114.45,599.0,573.64,647.17,20.14,28.36,28.33,583.86,550.29,623.97,18307376.71,17533100.79,19779559.2,571895.0,813885.36,814941.17,17735481.71,16719215.43,18964618.03,435889.92,417454.78,470941.89,13616.55,19378.22,19403.36,422273.37,398076.56,451538.52
2026-01-30,239,3,6,238,7377992.0,150969.0,7227023.0,175666.48,3594.5,172071.98,514.71,553.0,633.8,14.57,22.0,28.0,505.14,536.0,610.93,15740920.0,16906033.93,19373883.77,399100.57,620534.29,805630.03,15341819.43,16285499.64,18568253.73,374783.81,402524.62,461282.95,9502.4,14774.63,19181.67,365281.42,387749.99,442101.28
2026-01-31,717,21,27,695,21945446.0,798066.0,21147380.0,522510.62,19001.57,503509.05,547.29,560.86,634.13,16.43,21.5,28.47,535.86,544.36,610.8,16741851.71,17144565.57,19386965.57,465437.86,604496.64,820257.2,16276413.86,16540068.93,18566708.37,398615.52,408203.94,461594.42,11081.85,14392.78,19529.93,387533.66,393811.17,442064.48
2026-02-01,676,4,15,666,20696739.0,422761.0,20273978.0,492779.5,10065.74,482713.76,591.57,580.0,635.13,16.43,21.86,28.4,580.0,563.14,611.83,18083703.57,17727142.57,19417226.6,460808.0,615877.64,819342.97,17622895.57,17111264.93,18597883.63,430564.37,422074.82,462314.92,10971.62,14663.75,19508.17,419592.75,407411.07,442806.75
2026-02-02,197,0,5,193,5999308.0,144960.0,5854348.0,142840.67,3451.43,139389.24,558.43,565.21,621.33,12.86,21.0,27.8,550.0,548.93,598.5,17064480.57,17269919.71,18994652.77,359431.71,592799.21,801937.67,16705048.86,16677120.5,18192715.1,406297.16,411188.57,452253.64,8557.9,14114.27,19093.75,397739.26,397074.3,433159.88
2026-02-03,834,9,20,819,25539644.0,609450.0,24930194.0,608086.76,14510.71,593576.05,536.29,581.86,616.87,13.71,20.36,27.83,527.0,566.29,594.0,16410635.57,17790501.64,18859938.63,398992.43,580498.36,803410.33,16011643.14,17210003.29,18056528.3,390729.42,423583.37,449046.16,9499.82,13821.39,19128.82,381229.6,409761.98,429917.34
2026-02-04,699,4,15,690,21414832.0,439518.0,20975314.0,509876.95,10464.71,499412.24,570.71,588.86,628.83,15.0,20.79,28.0,560.29,572.93,605.83,17468408.43,18010365.64,19223224.97,435687.86,595489.79,808085.27,17032720.57,17414875.86,18415139.7,415914.49,428818.23,457695.83,10373.52,14178.33,19240.13,405540.97,414639.9,438455.71
2026-02-05,984,17,30,959,29995273.0,815677.0,29179596.0,714173.17,19420.88,694752.29,620.86,609.93,639.03,16.86,18.5,28.23,608.57,596.21,615.8,18995604.86,18651490.79,19531577.23,483057.29,527476.14,813337.37,18512547.57,18124014.64,18718239.87,452276.31,444083.12,465037.55,11501.36,12558.96,19365.18,440774.94,431524.16,445672.38
2026-02-06,536,10,30,511,16363335.0,842631.0,15520704.0,389603.21,20062.64,369540.57,663.29,589.0,624.2,20.29,17.43,27.57,647.57,576.36,601.63,20279225.29,18010072.64,19083316.2,581866.14,490483.36,796316.7,19697359.14,17519589.29,18286999.5,482838.7,428811.25,454364.67,13853.95,11678.18,18959.92,468984.74,417133.08,435404.75
2026-02-07,397,2,8,395,12185922.0,232589.0,11953333.0,290141.0,5537.83,284603.17,617.57,582.43,615.67,17.57,17.0,26.17,604.71,570.29,594.5,18885007.57,17813429.64,18823224.93,501083.71,483260.79,754296.83,18383923.86,17330168.86,18068928.1,449643.04,424129.28,448172.02,11930.56,11506.21,17959.45,437712.47,412623.07,430212.57
2026-02-08,745,38,51,699,22610005.0,1365654.0,21244351.0,538333.45,32515.57,505817.88,627.43,609.5,616.0,22.71,19.57,26.5,609.43,594.71,594.5,19158331.29,18621017.43,18826255.47,635782.71,548295.36,758232.23,18522548.57,18072722.07,18068023.23,456150.74,443357.56,448244.18,15137.68,13054.65,18053.15,441013.06,430302.91,430191.03
2026-02-09,490,0,4,492,15068995.0,121220.0,14947775.0,358785.6,2886.19,355899.4,669.29,613.86,614.5,22.57,17.71,26.2,652.14,601.07,593.37,20454000.86,18759240.71,18781500.97,632391.29,495911.5,749053.57,19821609.57,18263329.21,18032447.4,487000.02,446648.59,447178.6,15056.93,11807.42,17834.61,471943.09,434841.17,429343.99
2026-02-10,581,17,25,560,17682386.0,639071.0,17043315.0,421009.19,15215.98,405793.21,633.14,584.71,605.17,23.29,18.5,25.13,615.14,571.07,585.07,19331535.43,17871085.5,18495496.5,636622.86,517807.64,715985.23,18694912.57,17353277.86,17779511.27,460274.65,425502.04,440368.96,15157.69,12328.75,17047.27,445116.97,413173.28,423321.7
2026-02-11,768,1,5,769,23583788.0,148920.0,23434868.0,561518.76,3545.71,557973.05,643.0,606.86,596.53,21.86,18.43,24.1,626.43,593.36,577.47,19641386.29,18554897.36,18239990.53,595108.86,515398.36,688087.23,19046277.43,18039499.0,17551903.3,467652.05,441783.27,434285.49,14169.26,12271.39,16383.03,453482.8,429511.88,417902.46
2026-02-12,389,5,107,287,11968879.0,3227497.0,8741382.0,284973.31,76845.17,208128.14,558.0,589.43,594.1,32.86,24.86,26.53,530.43,569.5,572.6,17066187.14,18030896.0,18167975.27,939654.57,711355.93,762141.17,16126532.57,17319540.07,17405834.1,406337.79,429307.05,432570.84,22372.73,16937.05,18146.22,383965.06,412370.0,414424.62
2026-02-13,406,2,8,403,12492018.0,236841.0,12255177.0,297429.0,5639.07,291789.93,539.43,601.36,576.2,29.71,25.0,25.9,515.0,581.29,555.3,16513141.86,18396183.57,17623598.53,853113.14,717489.64,743465.97,15660028.71,17678693.93,16880132.57,393170.04,438004.37,419609.49,20312.22,17083.09,17701.57,372857.83,420921.28,401907.92
2026-02-14,502,6,11,496,15405167.0,328800.0,15076367.0,366789.69,7828.57,358961.12,554.43,586.0,573.03,30.14,23.86,25.47,529.43,567.07,552.53,16973034.0,17929020.79,17526438.0,866857.57,683970.64,730633.97,16106176.43,17245050.14,16795804.03,404119.86,426881.45,417296.14,20639.47,16285.01,17396.05,383480.39,410596.43,399900.1
2026-02-15,747,3,13,739,22810653.0,395041.0,22415612.0,543110.79,9405.74,533705.05,554.71,591.07,580.33,24.71,23.71,22.73,535.14,572.29,562.57,17001698.0,18080014.64,17748228.83,728198.57,681990.64,648539.2,16273499.43,17398024.0,17099689.63,404802.33,430476.54,422576.88,17338.06,16237.87,15441.41,387464.27,414238.67,407135.47
2026-02-16,629,9,14,620,19205705.0,402010.0,18803695.0,457278.69,9571.67,447707.02,574.57,621.93,581.07,26.14,24.36,22.07,553.43,602.79,563.97,17592656.57,19023328.71,17768218.9,768311.43,700351.36,627853.1,16824345.14,18322977.36,17140365.8,418872.78,452936.4,423052.83,18293.13,16675.03,14948.88,400579.65,436261.37,408103.95
2026-02-17,667,11,108,565,20465219.0,3268217.0,17197002.0,487267.12,77814.69,409452.43,586.86,610.0,589.7,38.0,30.64,25.33,554.14,584.64,569.37,17990204.14,18660869.79,18032370.83,1143903.71,890263.29,728012.77,16846300.43,17770606.5,17304358.07,428338.19,444306.42,429342.16,27235.8,21196.74,17333.64,401102.39,423109.68,412008.53
2026-02-18,385,2,6,384,11808755.0,181065.0,11627690.0,281160.83,4311.07,276849.76,532.14,587.57,589.07,38.14,30.0,24.97,499.14,562.79,569.1,16308056.57,17974721.43,18012648.4,1148495.86,871802.36,718446.33,15159560.71,17102919.07,17294202.07,388287.06,427969.56,428872.58,27345.14,20757.2,17105.87,360941.92,407212.36,411766.72
2026-02-19,653,11,21,637,20035087.0,625848.0,19409239.0,477025.88,14901.14,462124.74,569.86,563.93,590.8,25.86,29.36,24.7,549.14,539.79,571.13,17460372.0,17263279.57,18072101.4,776831.71,858243.14,713252.53,16683540.29,16405036.43,17358848.87,415723.14,411030.47,430288.13,18495.99,20434.36,16982.2,397227.15,390596.11,413305.93
2026-02-20,619,19,24,601,18940016.0,719401.0,18220615.0,450952.76,17128.6,433824.17,600.29,569.86,591.4,28.14,28.93,25.2,577.43,546.21,571.27,18381514.57,17447328.21,18092210.73,845768.86,849441.0,729577.97,17535745.71,16597887.21,17362632.77,437655.11,415412.58,430766.92,20137.35,20224.79,17370.9,417517.76,395187.79,413396.02
2026-02-21,598,18,28,575,18206934.0,807037.0,17399897.0,433498.43,19215.17,414283.26,614.0,584.21,588.37,30.57,30.36,24.07,588.71,559.07,569.33,18781767.0,17877400.5,17998457.83,914088.43,890473.0,697550.27,17867678.57,16986927.5,17300907.57,447184.93,425652.39,428534.71,21764.01,21201.74,16608.34,425420.92,404450.65,411926.37
2026-02-22,696,10,23,679,21292794.0,666937.0,20625857.0,506971.29,15879.45,491091.83,606.71,580.71,583.93,32.0,28.36,23.33,580.14,557.64,565.67,18564930.0,17783314.0,17863444.67,952930.71,840564.64,674430.5,17611999.29,16942749.36,17189014.17,442022.14,423412.24,425320.11,22688.83,20013.44,16057.87,419333.32,403398.79,409262.24
2026-02-23,692,23,31,665,20935328.0,727346.0,20207982.0,498460.19,17317.76,481142.43,615.71,595.14,590.7,34.43,30.29,23.9,586.57,570.0,571.83,18812019.0,18202337.79,18063324.8,999407.29,883859.36,687551.87,17812611.71,17318478.43,17375772.93,447905.21,433389.0,430079.16,23795.41,21044.27,16370.28,424109.8,412344.72,413708.88
2026-02-24,329,8,12,321,10097918.0,362190.0,9735728.0,240426.62,8623.57,231803.05,567.43,577.14,589.47,20.71,29.36,23.8,551.71,552.93,570.63,17330976.0,17660590.07,18023129.53,584260.57,864082.14,684452.53,16746715.43,16796507.93,17338677.0,412642.29,420490.24,429122.13,13910.97,20573.38,16296.49,398731.32,399916.86,412825.64
2026-02-25,589,12,30,565,18028755.0,871355.0,17157400.0,429256.07,20746.55,408509.52,596.57,564.36,594.8,24.14,31.14,23.8,577.57,538.36,576.03,18219547.43,17263802.0,18186292.4,682873.43,915684.64,685011.23,17536674.0,16348117.36,17501281.17,433798.75,411042.9,433006.96,16258.89,21802.02,16309.79,417539.86,389240.89,416697.17
2026-02-26,296,0,8,293,9137971.0,234426.0,8903545.0,217570.74,5581.57,211989.17,545.57,557.71,571.7,22.29,24.07,23.6,528.43,538.79,553.13,16662816.57,17061594.29,17487006.13,626956.0,701893.86,681741.27,16035860.57,16359700.43,16805264.87,396733.73,406228.44,416357.29,14927.52,16711.76,16231.93,381806.2,389516.68,400125.35
2026-02-27,867,16,20,853,26505031.0,558959.0,25946072.0,631072.17,13308.55,617763.62,581.0,590.64,585.33,21.71,24.93,24.07,564.43,570.93,566.33,17743533.0,18062523.79,17903493.1,604035.71,724902.29,694284.9,17139497.29,17337621.5,17209208.2,422465.07,430060.09,426273.65,14381.8,17259.58,16530.59,408083.27,412800.51,409743.05
2026-02-28,872,17,29,848,26491523.0,699719.0,25791804.0,630750.55,16659.98,614090.57,620.14,617.07,593.3,21.86,26.21,24.47,603.43,596.07,573.9,18927045.71,18854406.36,18143047.27,588704.57,751396.5,701472.5,18338341.14,18103009.86,17441574.77,450643.95,448914.44,431977.32,14016.78,17890.39,16701.73,436627.17,431024.04,415275.59
2026-03-01,462,25,27,439,14084380.0,790961.0,13293419.0,335342.38,18832.4,316509.98,586.71,596.71,600.73,22.43,27.21,25.17,569.14,574.64,580.6,17897272.29,18231101.14,18366593.53,606422.29,779676.5,722805.57,17290850.0,17451424.64,17643787.97,426125.53,434073.84,437299.85,14438.63,18563.73,17209.66,411686.91,415510.11,420090.19
2026-03-02,350,2,25,331,10782214.0,749021.0,10033193.0,256719.38,17833.83,238885.55,537.86,576.79,588.5,21.57,28.0,25.1,521.43,554.0,568.47,16446827.43,17629423.21,17994485.8,609518.71,804463.0,721170.73,15837308.71,16824960.21,17273315.07,391591.13,419748.17,428440.14,14512.35,19153.88,17170.73,377078.78,400594.29,411269.41
2026-03-03,680,24,31,655,20797369.0,849807.0,19947562.0,495175.45,20233.5,474941.95,588.0,577.71,588.63,24.29,22.5,25.63,569.14,560.43,568.1,17975320.43,17653148.21,17997840.13,679178.29,631719.43,735405.6,17296142.14,17021428.79,17262434.53,427983.82,420313.05,428520.0,16170.91,15040.94,17509.66,411812.91,405272.11,411010.35
2026-03-04,223,12,17,210,6857556.0,479826.0,6377730.0,163275.14,11424.43,151850.71,535.71,566.14,589.5,22.43,23.29,26.03,518.43,548.0,568.67,16379434.86,17299491.14,18026448.4,623245.57,653059.5,746567.8,15756189.29,16646431.64,17279880.6,389986.54,411892.65,429201.15,14839.18,15549.04,17775.42,375147.36,396343.61,411425.73
2026-03-05,899,19,28,877,27509187.0,806882.0,26702305.0,654980.64,19211.48,635769.17,621.86,583.71,591.67,25.29,23.79,26.3,601.86,565.14,570.6,19003894.29,17833355.43,18092099.83,705025.0,665990.5,753148.87,18298869.29,17167364.93,17338950.97,452473.67,424603.7,430764.28,16786.31,15856.92,17932.12,435687.36,408746.78,412832.17
2026-03-06,373,1,12,367,11538745.0,361020.0,11177725.0,274732.02,8595.71,266136.31,551.29,566.14,580.8,24.14,22.93,26.2,532.43,548.43,559.83,16865853.43,17304693.21,17762896.93,676748.0,640391.86,750532.27,16189105.43,16664301.36,17012364.67,401567.94,412016.5,422926.12,16113.05,15247.42,17869.82,385454.89,396769.08,405056.3
2026-03-07,335,5,15,324,10278568.0,418651.0,9859917.0,244727.81,9967.88,234759.93,474.57,547.36,559.17,22.14,22.0,25.7,457.57,530.5,538.67,14549717.0,16738381.36,17105673.43,636595.43,612650.0,737298.07,13913121.57,16125731.36,16368375.37,346421.83,398532.89,407277.94,15157.03,14586.9,17554.72,331264.8,383945.98,389723.22
2026-03-08,660,11,17,648,20236571.0,521210.0,19715361.0,481823.12,12409.76,469413.36,502.86,544.79,563.3,20.71,21.57,25.27,487.43,528.29,543.23,15428601.43,16662936.86,17234781.3,598059.57,602240.93,726584.03,14830541.86,16060695.93,16508197.27,367347.65,396736.59,410351.94,14239.51,14339.07,17299.62,353108.14,382397.52,393052.32
2026-03-09,1178,22,31,1153,35926871.0,903372.0,35023499.0,855401.69,21508.86,833892.83,621.14,579.5,589.33,21.57,21.57,26.03,604.86,563.14,568.5,19020695.29,17733761.36,18026146.27,620109.71,614814.21,748943.47,18400585.57,17118947.14,17277202.8,452873.7,422232.41,429193.96,14764.52,14638.43,17831.99,438109.18,407593.98,411361.97
2026-03-10,843,22,44,804,25781830.0,1314539.0,24467291.0,613853.1,31298.55,582554.55,644.43,616.21,592.6,23.43,23.86,25.8,626.14,597.64,572.0,19732761.14,18854040.79,18131873.77,686500.0,682839.14,747239.63,19046261.14,18171201.64,17384634.13,469827.65,448905.73,431711.28,16345.24,16258.08,17791.42,453482.41,432647.66,413919.86
2026-03-11,848,35,43,810,25826591.0,1193561.0,24633030.0,614918.83,28418.12,586500.71,733.71,634.71,604.53,27.14,24.79,27.1,711.86,615.14,582.6,22442623.29,19411029.07,18490460.3,788462.14,705853.86,782984.33,21654161.14,18705175.21,17707475.97,534348.17,462167.36,440249.05,18772.91,16806.04,18642.48,515575.27,445361.32,421606.57
2026-03-12,648,9,20,633,19792036.0,552787.0,19239249.0,471238.95,13161.6,458077.36,697.86,659.86,606.77,26.0,25.64,26.93,677.0,639.43,585.03,21340173.14,20172033.71,18560781.97,752162.86,728593.93,780108.2,20588010.29,19443439.79,17780673.77,508099.36,480286.52,441923.38,17908.64,17347.47,18574.0,490190.72,462939.04,423349.38
2026-03-13,590,30,36,559,18135250.0,1082646.0,17052604.0,431791.67,25777.29,406014.38,728.86,640.07,600.83,29.43,26.79,27.97,704.43,618.43,578.03,22282531.0,19574192.21,18379164.03,855252.29,766000.14,811232.4,21427278.71,18808192.07,17567931.63,530536.45,466052.2,437599.14,20363.15,18238.1,19315.06,510173.3,447814.1,418284.09
2026-03-14,502,4,21,486,15474059.0,640800.0,14833259.0,368429.98,15257.14,353172.83,752.71,613.64,604.6,30.29,26.21,25.1,727.57,592.57,584.67,23024744.0,18787230.5,18496003.37,886987.86,761791.64,725009.17,22137756.14,18025438.86,17770994.2,548208.19,447315.01,440381.03,21118.76,18137.9,17262.12,527089.43,429177.12,423118.91
2026-03-15,546,3,17,533,16756958.0,521110.0,16235848.0,398975.19,12407.38,386567.81,736.43,619.64,609.27,30.29,25.5,25.4,711.14,599.29,589.0,22527656.43,18978128.93,18638168.03,886973.57,742516.57,734484.8,21640682.86,18235612.36,17903683.23,536372.77,451860.21,443765.91,21118.42,17678.97,17487.73,515254.35,434181.25,426278.17
2026-03-16,599,21,33,571,18267438.0,890870.0,17376568.0,434939.0,21211.19,413727.81,653.71,637.43,612.5,30.57,26.07,26.13,628.0,616.43,591.5,20004880.29,19512787.79,18733577.07,885187.57,752648.64,753220.47,19119692.71,18760139.14,17980356.6,476306.67,464590.18,446037.55,21075.9,17920.21,17933.82,455230.78,446669.98,428103.73
2026-03-17,486,19,29,462,14904108.0,864845.0,14039263.0,354859.71,20591.55,334268.17,602.71,623.57,603.8,28.43,25.93,26.67,579.14,602.64,582.27,18450920.0,19091840.57,18470025.57,820945.57,753722.79,768880.6,17629974.43,18338117.79,17701144.97,439307.62,454567.63,439762.51,19546.32,17945.78,18306.68,419761.3,436621.85,421455.83
